"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","permtype","reform","save_dir","simulation_name","theta_ab"
"1",0,0.0356,0.762,0.0532,0.762,0,2430,-0.00798104976726246,0.00320863341142837,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"2",0.3092,0.7768,0.9964,0.7668,0.0036,0,2443,0.00468031344422723,0.012848108487544,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"3",1,0.9972,0.7336,1,0.2664,0,2420,0.01058023443754,0.00149232693739766,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"4",1,0.9976,0.4052,0.9952,0.5948,0,2408,0.00733772107242039,-0.000537808748043657,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"5",0,0,0.4912,0,0.4912,0,2434,-0.0166939007751038,-2.09050222018421e-05,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"6",0.0336,0.05,0.0188,0.0052,0.0188,0,2417,-0.00952356242879363,-0.00814434051603648,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"7",0,0,0.488,0,0.488,0,2429,-0.0150959984906361,1.12803178734786e-05,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"8",1,0.9996,0.5284,1,0.4716,0,2426,0.0111554681406317,0.000140856814742996,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"9",0.0092,0.3292,0.834,0.2496,0.834,0,2423,-0.00176314534582919,0.00274354858830694,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"10",0.002,0.0072,0.002,0,0.002,0,2425,-0.0213715271162469,-0.0175574282999296,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"11",1,1,0.0596,0.9996,0.9404,0,2443,0.0240643396354281,-0.00518878161939372,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"12",1,1,0.4568,1,0.5432,0,2409,0.0252865354070485,-0.00022961297728344,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"13",1,0.9984,0.5312,1,0.4688,0,2438,0.00942860807492505,0.000186913045675706,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"14",0,0,0.7592,0,0.7592,0,2407,-0.0196464623638084,0.00170535475217805,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"15",0.9892,0.932,0.6,0.942,0.4,0,2421,0.00529838631947793,0.000888630174823316,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"16",0.1884,0.6008,0.9116,0.4872,0.0884,0,2426,0.000479561734957472,0.00435965737899354,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"17",0.0076,0.098,0.6248,0.1116,0.6248,0,2435,-0.00477880171744786,0.00125901381486052,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"18",0.6356,0.1984,0.0076,0.2276,0.0076,0,2429,-0.00483486141943235,-0.0123579657739826,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
"19",1,1,0.39,1,0.61,0,2431,0.0145926974007286,-0.000530529433512114,100,0,0,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_10",0.2
