"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","reform","save_dir","simulation_name","theta_ab"
"11",0.0528,0.0676,0.0888,0.07,0.0888,0,0,-0.0429365341990045,-0.0389635379390542,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"12",0.206,0.2192,0.2504,0.2312,0.2504,0,0,-0.0179773669379442,-0.0165311550657025,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"13",0.3612,0.2988,0.2368,0.2992,0.2368,0,0,-0.0149193520004696,-0.0200844840944409,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"14",0.7684,0.5236,0.2652,0.5268,0.7348,0,0,0.00170279446970593,-0.0166865575581851,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"15",0.8748,0.9464,0.9812,0.9452,0.0188,0,0,0.0429325996312383,0.0559518571511774,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"16",0.5584,0.5904,0.634,0.584,0.366,0,0,0.0071996312052847,0.0107263288031828,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"17",1,1,1,1,0,0,1,0.160933994814174,0.135066067728875,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"18",0.6664,0.5972,0.5156,0.5876,0.4844,0,0,0.0066964699192685,0.00118248322821021,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"19",0.1872,0.1844,0.1864,0.1872,0.1864,0,0,-0.0233934344504092,-0.0236375790047846,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"20",1,1,0.9996,0.9996,4e-04,0,138,0.101905463117624,0.0956090591174569,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"21",0.3048,0.3832,0.4612,0.382,0.4612,0,0,-0.00907874153721459,-0.00269683404947965,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"22",0.9344,0.8436,0.7028,0.8464,0.2972,0,0,0.0279047694590068,0.0144848778084581,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"23",0.0056,0.0336,0.134,0.0332,0.134,0,0,-0.0532751199797687,-0.0321317006098166,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"24",0.0532,0.078,0.1384,0.086,0.1384,0,0,-0.0305646294136707,-0.0247179563701954,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"25",0.32,0.1156,0.0328,0.1188,0.0328,0,0,-0.034025845433661,-0.0547120415680995,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"26",1,0.9992,0.9976,0.9988,0.0024,0,0,0.0928883243793822,0.0842462189400185,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"27",0.0188,0.0476,0.1052,0.048,0.1052,0,0,-0.037030328372533,-0.0278672101420679,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"28",0.8144,0.66,0.486,0.6664,0.514,0,0,0.0130565060371728,-0.000661023274690887,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"29",0.5476,0.4524,0.3592,0.4388,0.3592,0,0,-0.00366391558609827,-0.00998815085250876,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"30",0.7572,0.8228,0.8692,0.8184,0.1308,0,0,0.02823395491471,0.0348874530253248,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"31",0.9248,0.9536,0.9652,0.9496,0.0348,0,0,0.0428324014878679,0.0478691745425448,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"32",0.0352,0.0704,0.1296,0.066,0.1296,0,0,-0.0459745838418036,-0.0347539211341491,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"33",0.0244,0.0336,0.0492,0.0364,0.0492,0,0,-0.0516379507184067,-0.0477189121062934,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"34",0.652,0.5476,0.4704,0.5616,0.5296,0,0,0.00432830691441637,-0.00309724928562506,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"35",0.8236,0.8392,0.85,0.834,0.15,0,0,0.0250392817006457,0.0266448299798313,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"36",0.004,8e-04,0,4e-04,0,0,0,-0.0947302447950969,-0.112330373758472,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"37",0.9736,0.9972,0.9996,0.9968,4e-04,0,9,0.0892905676536769,0.114023540252045,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"38",0.8864,0.9296,0.9568,0.924,0.0432,0,0,0.0419171166044459,0.0500217767521611,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"39",0.9868,0.9932,0.9972,0.9932,0.0028,0,2,0.0750574185822703,0.0824068477523142,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"40",0.0028,0.0108,0.02,0.0096,0.02,0,0,-0.060551277067705,-0.0516189531990828,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"41",0.9988,0.9988,0.9988,0.9996,0.0012,0,0,0.095811609725509,0.0919676501209455,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"42",0.9396,0.9396,0.9316,0.9312,0.0684,0,0,0.0450345957398247,0.0450597887696494,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"43",0.952,0.9884,0.9972,0.9876,0.0028,0,0,0.0613424083981667,0.0764063554961606,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"44",0,0,0,0,0,0,0,-0.180882342787984,-0.183696930334637,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"45",0.2452,0.1752,0.1176,0.1688,0.1176,0,2,-0.0285492895821169,-0.0360603508420442,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"46",0.416,0.4556,0.4976,0.4584,0.4976,0,0,-0.00306331819662641,-0.000294289707670739,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"47",0.582,0.5348,0.49,0.5344,0.51,0,0,0.00225377572175148,-0.000626085684678784,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"48",0.4008,0.5388,0.6756,0.5444,0.3244,0,0,0.00301474372442761,0.0131517365560414,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"49",0.9992,0.9972,0.9936,0.9996,0.0064,0,0,0.0788638250810576,0.0643296043130944,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"50",0.9964,0.9856,0.9492,0.9844,0.0508,0,0,0.0571609308072344,0.0419619142484283,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"51",0.1072,0.3444,0.6772,0.3492,0.6772,0,0,-0.0134815558194898,0.0151850438959712,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"52",0.5084,0.5904,0.684,0.5964,0.316,0,0,0.00677198070898478,0.0130474260867861,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"53",0,0,0.0016,0,0.0016,0,0,-0.104433164222329,-0.0881580554381555,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"54",0.6828,0.63,0.5888,0.634,0.4112,0,0,0.00930377373114984,0.00580100671362661,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"55",0.7284,0.7636,0.7904,0.758,0.2096,0,0,0.023468247318994,0.0267023710791158,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"56",0.028,0.0876,0.25,0.0916,0.25,0,0,-0.0414229612806078,-0.0210769977761718,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"57",0.0032,0.0088,0.0176,0.0076,0.0176,0,0,-0.059653006632305,-0.0528224782747811,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"58",0,0,0,0,0,0,0,-0.114020752441747,-0.102785691712809,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"59",0.424,0.3068,0.2088,0.2956,0.2088,0,0,-0.0151324722540408,-0.0244880329608095,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"60",0.9916,0.988,0.976,0.9844,0.024,0,10,0.0642262046845294,0.0598341214009538,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"61",0.97,0.9244,0.8424,0.9236,0.1576,0,0,0.0414499593455627,0.0281462598710581,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"62",0.0048,0.0064,0.0032,0.0028,0.0032,0,7,-0.0615820794292287,-0.0591381238699616,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"63",0.0424,0.0252,0.016,0.0268,0.016,0,0,-0.0528802482225743,-0.0594409810137964,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"64",0.2872,0.2056,0.1352,0.198,0.1352,0,5,-0.0230951864544347,-0.0308108809137101,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"65",0.2896,0.3224,0.366,0.3236,0.366,0,0,-0.0135926594698823,-0.0101818953614457,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"66",0.038,0.0328,0.0268,0.0316,0.0268,0,0,-0.0520115556199459,-0.0539700335982471,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"67",0.9552,0.9412,0.924,0.9416,0.076,0,3,0.0369513729294403,0.0342257357387461,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"68",0.6076,0.492,0.3728,0.4904,0.3728,0,0,-0.000806322532795495,-0.0108941592989276,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"69",0.7356,0.6476,0.544,0.6456,0.456,0,0,0.00984268338158449,0.0029814215162798,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"70",0.8248,0.7888,0.7528,0.7916,0.2472,0,0,0.0259501186203683,0.0216818064267918,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"71",0.9752,0.9852,0.99,0.9856,0.01,0,0,0.0615321583974815,0.0673023959916991,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"72",0.0036,0.0064,0.0164,0.006,0.0164,0,0,-0.0676068999675303,-0.0585430740799801,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"73",0.9964,0.9772,0.8904,0.9748,0.1096,0,0,0.0585151887345882,0.0362334682176586,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"74",0.454,0.5908,0.7112,0.59,0.2888,0,0,0.00662948033653574,0.0162582477749577,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"75",0.1804,0.1324,0.0832,0.1232,0.0832,0,0,-0.0344778871099313,-0.0413906343567,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"76",0.9956,0.992,0.9824,0.9876,0.0176,0,0,0.0689802428403462,0.062654266592548,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"77",0.9928,0.9952,0.9992,0.9988,8e-04,0,0,0.0845736579390821,0.0929231628946204,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"78",0.6652,0.7684,0.8608,0.766,0.1392,0,0,0.0214831570663594,0.0308737837986883,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"79",0.3384,0.2412,0.1488,0.2328,0.1488,0,2,-0.016107973435119,-0.0234624594303141,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"80",0.0724,0.1,0.126,0.09,0.126,0,0,-0.0325574603153517,-0.0280550995556387,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"81",0.002,0.002,4e-04,8e-04,4e-04,0,0,-0.0942824113338235,-0.0974709836667473,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"82",0.8796,0.7628,0.5816,0.7584,0.4184,0,0,0.0190694029389872,0.00617139087098495,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"83",0.0596,0.06,0.0536,0.0532,0.0536,0,0,-0.0449915133832534,-0.0447299422156144,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"84",0.2976,0.25,0.2148,0.258,0.2148,0,0,-0.0167544020655845,-0.0202625185161794,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"85",0.6752,0.6048,0.5396,0.606,0.4604,0,0,0.00687667011326676,0.002647281600703,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"86",8e-04,0.0036,0.0084,0.0032,0.0084,0,0,-0.0910235301185455,-0.0770675101813505,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"87",0.3228,0.4208,0.5356,0.4268,0.5356,0,0,-0.00527046291310117,0.00196365370534809,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"88",0.966,0.8724,0.6724,0.8696,0.3276,0,0,0.0292453490956249,0.0116221760996453,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"89",0.7212,0.6848,0.6392,0.6808,0.3608,0,0,0.0155527296191658,0.0117461273934636,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"90",0.37,0.444,0.5284,0.452,0.5284,0,0,-0.00413183480351528,0.0020375883995444,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"91",0,4e-04,0.0012,8e-04,0.0012,0,0,-0.072487409850023,-0.0679260174574882,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"92",0.9692,0.9608,0.95,0.9588,0.05,0,2,0.0524613277310372,0.0488556631911169,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"93",0.334,0.4428,0.5436,0.4416,0.5436,0,0,-0.00450769644489062,0.00342220535447512,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"94",0.9952,0.9836,0.9528,0.982,0.0472,0,13,0.0523260843479606,0.0426704554801599,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"95",0.8088,0.6992,0.5584,0.6936,0.4416,0,0,0.0168003112537165,0.00527398623573316,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"96",0.8172,0.7996,0.7788,0.7948,0.2212,0,0,0.0215750565105494,0.020192945110179,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"97",0.018,0.0188,0.0156,0.014,0.0156,0,0,-0.0583585149946879,-0.057658376627458,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"98",0.7868,0.7916,0.8036,0.798,0.1964,0,0,0.0239134056867505,0.0245400620697752,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"99",1,1,1,1,0,0,112,0.104303574026115,0.0968145138155316,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"100",0.0024,0.0036,0.0104,0.0072,0.0104,0,0,-0.0875875493936129,-0.0814849866557067,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"101",1,0.9996,0.9992,1,8e-04,0,0,0.0922808203391107,0.085809312474152,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"102",0.0084,0.026,0.064,0.0288,0.064,0,3,-0.0504601569682891,-0.0390453434798505,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"103",1,1,1,1,0,0,0,0.133021299754548,0.136129377118909,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"104",0.3444,0.424,0.478,0.4112,0.478,0,1,-0.00511416723479299,-0.000943259292927657,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
"105",0.0928,0.054,0.0284,0.0524,0.0284,0,0,-0.0500749865060925,-0.0585422920729442,100,0,0.8,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_04",0.2
