"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","reform","save_dir","simulation_name","theta_ab"
"1",0.2624,0.2148,0.1824,0.2176,0.1824,0,0,-0.0238718966598245,-0.0280468147114854,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"2",0.0784,0.0296,0.006,0.0236,0.006,0,0,-0.0525898918354705,-0.0666649569814286,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"3",0.8048,0.8376,0.8652,0.8344,0.1348,0,0,0.0324806459437936,0.0367203753299006,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"4",0.01,0.0324,0.1032,0.032,0.1032,0,0,-0.0635911650259375,-0.0442227358223415,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"5",1,1,0.9996,1,4e-04,0,22,0.0932763024106581,0.0782207468222272,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"6",0.9,0.7688,0.5516,0.7556,0.4484,0,0,0.0205647106767941,0.00393379790044569,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"7",0.216,0.1432,0.0956,0.1484,0.0956,0,10,-0.0303601060763188,-0.0375179517091386,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"8",0.4644,0.6644,0.8212,0.6648,0.1788,0,0,0.01261355928375,0.0277754748846431,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"9",0.9264,0.9356,0.9416,0.9344,0.0584,0,0,0.03690859071662,0.0388015521049929,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"10",0.9928,0.99,0.9888,0.9916,0.0112,0,0,0.0665290404913871,0.06279294661637,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"11",0.038,0.0492,0.0476,0.0404,0.0476,0,0,-0.0411200452915453,-0.0386814777217915,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"12",0.8844,0.7236,0.4792,0.7268,0.5208,0,0,0.0183813932551727,-0.00143859663286073,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"13",0.0084,0.0064,0.0032,0.0064,0.0032,0,0,-0.0737954849959932,-0.0801809126725824,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"14",0.7424,0.4848,0.2252,0.4824,0.2252,0,0,-0.0015876223256105,-0.0229643671890332,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"15",0.9772,0.9676,0.9592,0.9716,0.0408,0,0,0.0530892106691452,0.0477917443569378,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
"16",0.38,0.202,0.0904,0.1964,0.0904,0,0,-0.0226199408291572,-0.0364931586517577,100,0,0.8,0.8,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_09",0.2
