"","p_ab_c_ab","p_ab_c_mean","p_ab_neg_c_ab","p_ab_neg_c_mean","p_boot_c_ab","p_boot_c_mean","p_boot_neg_c_ab","p_boot_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","boot_ab","X2.5.","X97.5.","X0.","X25.","X50.","X75.","X100.","J","a","b","boottype","c_p","mc.cores","n_j","niter","nperms","nreps","optimizer","permtype","reform","save_dir","simtype","simulation_name","theta_ab"
"15",0.1024,0.288,0.5636,0.2872,0.288,0.5776,0.822,0.5636,0.4364,0,0,-0.0130040885777654,0.00433190737444517,-0.0455834574908079,0.0556621717124855,-0.088196981144392,-0.0115893932231476,0.00408161575629954,0.0202797433854318,0.101101633976474,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"16",0.57,0.5732,0.5644,0.5612,0.5732,0.5784,0.5672,0.5644,0.4356,0,0,0.00361061455068833,0.00386883986669461,-0.0430201186699992,0.0503074822081546,-0.0935769963802549,-0.0118458430688639,0.00339129830116242,0.0201275282247443,0.0994371877833277,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"17",0.364,0.5432,0.716,0.56,0.5432,0.7284,0.8536,0.716,0.284,0,1,0.00328558943493612,0.0156487039957783,-0.0354758216055451,0.0665274600704766,-0.0743441956253248,-0.0024695149997022,0.0163407516461066,0.0334415872467846,0.147471638732839,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"18",0.0696,0.1676,0.3628,0.1612,0.1676,0.3452,0.6024,0.3628,0.3628,0,1,-0.0126111477026275,-0.0048900140097288,-0.0324218296891861,0.0205320104279015,-0.0539153330021514,-0.0135503863880743,-0.00423181271172662,0.0035802981617023,0.0452613481144674,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"19",1,0.968,0.3076,0.9616,0.968,0.2884,0.0028,0.3076,0.3076,0,3,0.0438830958476987,-0.0118757265312025,-0.0602524997930086,0.0343496046039583,-0.10259076580831,-0.0269136689668792,-0.0111505372198965,0.00334945685434501,0.069303067818048,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"20",0.6376,0.538,0.4496,0.552,0.538,0.4388,0.348,0.4496,0.4496,0,1,0.00218653047339387,-0.00280708510323814,-0.0450361710177059,0.0394133120909665,-0.0898047880682963,-0.0160813916954819,-0.00228826252095214,0.0103733175402704,0.0669882871959634,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"21",0.6104,0.59,0.5696,0.5932,0.59,0.5668,0.5472,0.5696,0.4304,0,13,0.00730983347486815,0.0055328386961682,-0.0573509610467062,0.0679054762767829,-0.119109894893937,-0.0154351657774062,0.00514761677406043,0.0269939837778881,0.123949135600465,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"22",0.8728,0.7724,0.614,0.7696,0.7724,0.6328,0.4316,0.614,0.386,0,0,0.0129323581232753,0.00524472328527477,-0.0297246310259343,0.0417561845917091,-0.0565055939003126,-0.00644921886895648,0.00494609542698237,0.0166682518610328,0.0751496035648742,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"23",0.8996,0.876,0.8628,0.884,0.876,0.8604,0.8368,0.8628,0.1372,0,0,0.0330538485220644,0.0301308294411141,-0.023809653454934,0.0857127379971241,-0.0673525855394226,0.0110582239524838,0.0297638616849333,0.0482824711050184,0.135678673588374,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"24",0.9952,0.95,0.7104,0.9612,0.95,0.7208,0.2768,0.7104,0.2896,0,0,0.0375288012087171,0.0124393508424017,-0.029809430022389,0.0580168758677164,-0.0809415768798586,-0.0021357289281357,0.0118668859688292,0.0268279481938204,0.10637950364622,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"25",0.0568,0.1952,0.4252,0.1888,0.1952,0.428,0.6992,0.4252,0.4252,0,1,-0.0197491463759409,-0.00403629388970492,-0.0497664555796497,0.0395571838010339,-0.0830725074272028,-0.0192229573110495,-0.00391571085143335,0.0116404797346238,0.0908836130499426,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"26",0.5152,0.5076,0.5068,0.5152,0.5076,0.5004,0.4976,0.5068,0.4932,0,0,0.000658939809171049,0.000189082068092844,-0.0480810125974362,0.0464122877924596,-0.0778141602235582,-0.0155584998230033,0.000340212913537828,0.0159469943289833,0.0884082578664629,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"27",0.9544,0.8792,0.7308,0.8916,0.8792,0.75,0.528,0.7308,0.2692,0,0,0.0289955613817294,0.0155193254937623,-0.0288072892229196,0.0655669198660449,-0.0863081337180679,-0.00134237369590939,0.015357932367912,0.0310135545855032,0.0954537474104746,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"28",0.0268,0.0712,0.1368,0.0556,0.0712,0.1564,0.2844,0.1368,0.1368,0,0,-0.0342992115129802,-0.0238192796879312,-0.0694405124394789,0.0208730650461927,-0.104569627088208,-0.0387944570717036,-0.0230497005700944,-0.00839746616238222,0.0606459764967357,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"29",0.062,0.2256,0.4752,0.2144,0.2256,0.4792,0.7436,0.4752,0.4752,0,0,-0.0166636562156722,-0.00121317807179582,-0.0428401257032337,0.0424355887412697,-0.0797949159587325,-0.0158818248704335,-0.00110240695041679,0.0129744698699024,0.0793128215644995,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"30",0.074,0.2024,0.4412,0.21,0.2024,0.4576,0.71,0.4412,0.4412,0,0,-0.0195595243315787,-0.00317640365590219,-0.0528234947128341,0.045911315309056,-0.0925986258826956,-0.0191251416217904,-0.00390623058734157,0.0132263976370445,0.081909851919364,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"31",0.1572,0.3588,0.6196,0.3576,0.3588,0.6212,0.8296,0.6196,0.3804,0,0,-0.00657439709297365,0.00557758498366252,-0.0317958545879617,0.0431835305470404,-0.0569857975956045,-0.00689838231391399,0.00542376946317423,0.0179189823462689,0.0765378123278423,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"32",0.624,0.5376,0.446,0.5392,0.5376,0.4364,0.356,0.446,0.446,0,0,0.00230907455682896,-0.00353665976341295,-0.0563180309859501,0.0444731393111038,-0.0940510790562684,-0.0197495404733286,-0.00358021498569014,0.0138199606555796,0.0753828716593256,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"33",0.9964,0.9572,0.7708,0.9664,0.9572,0.7744,0.358,0.7708,0.2292,0,0,0.0487318510081155,0.0198792131228974,-0.0323062714421392,0.077050012876326,-0.0838500200191431,0.00173005744755268,0.0196485974984701,0.0374795588546296,0.123027865008307,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"34",0.3512,0.2728,0.2124,0.2856,0.2728,0.2092,0.1592,0.2124,0.2124,0,7,-0.0127149775721569,-0.0177535558726558,-0.064701107850469,0.0261297262136573,-0.1000121352188,-0.0320169274005144,-0.017158071213228,-0.00243497580019665,0.0643466741921771,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"35",0.8416,0.7156,0.548,0.7088,0.7156,0.5364,0.3656,0.548,0.452,0,0,0.00997698843156394,0.0019657238830085,-0.0358473772482401,0.0388293190587705,-0.0739772271905253,-0.00989601416772221,0.00208971003604074,0.0137869643034989,0.0699910191005969,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"36",0.5804,0.426,0.276,0.4304,0.426,0.28,0.1608,0.276,0.276,0,5,-0.00317466627839496,-0.00997302447332308,-0.0454032474146865,0.0252632537497708,-0.0894800550028589,-0.0213001255188816,-0.00997414366314272,0.00147671825070536,0.0559742710864149,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"37",1,0.9416,0.292,0.9336,0.9416,0.2732,0.0044,0.292,0.292,0,0,0.0342712155250989,-0.0126546033235001,-0.0585493350614033,0.0297023209151493,-0.0940129798165435,-0.0271186621481859,-0.0120250976155681,0.00242621326107014,0.0684128720105464,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"38",0.9056,0.8284,0.6904,0.8268,0.8284,0.7052,0.5252,0.6904,0.3096,0,0,0.0165828641852526,0.0090692087218435,-0.0268442045603698,0.0470899195795751,-0.0764221897765859,-0.00315506206521631,0.00856392407047815,0.0206438926409416,0.0797030934565733,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"39",0.1472,0.4076,0.7072,0.4024,0.4076,0.718,0.9144,0.7072,0.2928,0,1,-0.00605126657848352,0.013840015321219,-0.0351437442250446,0.0634471667033039,-0.0661869352261284,-0.00304677219072609,0.0137336591273615,0.0299124926379848,0.107401499074346,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"40",0.0092,0.0632,0.2276,0.0512,0.0632,0.2152,0.5324,0.2276,0.2276,0,31,-0.0328872466796453,-0.0157194473026625,-0.0586128073814072,0.0233560049432372,-0.0881992776999586,-0.0289918637550963,-0.0151981213766521,-0.00156642201636798,0.0592144513018747,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"41",0.8148,0.5776,0.3112,0.5736,0.5776,0.3036,0.106,0.3112,0.3112,0,1,0.00425637028182296,-0.0108883385190177,-0.0544800783160507,0.0318735362386842,-0.0837108833698488,-0.0252011356364613,-0.0109158680270592,0.00401644901962271,0.089898618043447,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"42",0.0536,0.2304,0.6036,0.246,0.2304,0.598,0.8848,0.6036,0.3964,0,0,-0.0149083278088146,0.00531257261428551,-0.0390363983386304,0.0475851641646368,-0.0778641572134144,-0.00842975975853513,0.00579164290572703,0.0198195276333249,0.0931901825453798,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"43",0.4476,0.5008,0.5512,0.4984,0.5008,0.5608,0.608,0.5512,0.4488,0,0,-4.12238137523021e-05,0.00243119956628094,-0.0342282513704205,0.0387369394944334,-0.0799689181964398,-0.00935759776462558,0.00226128875889653,0.0147616669321859,0.0690250288510115,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"44",0.1892,0.5404,0.8456,0.5184,0.5404,0.8424,0.9756,0.8456,0.1544,0,1,0.00121220803639703,0.017332338452199,-0.0158704194593192,0.0523753076251143,-0.0395185254248928,0.00610856581386525,0.0167854700813378,0.0283541096451605,0.0865444310872477,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"45",0.9528,0.9264,0.8896,0.9272,0.9264,0.892,0.8392,0.8896,0.1104,0,1,0.0352361248487409,0.0294633686756917,-0.0160516916921637,0.0797604342881083,-0.0705227007768201,0.0133972869871429,0.0285362984118486,0.0456502893904928,0.118614517998015,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"46",0.2236,0.242,0.2592,0.2436,0.242,0.2628,0.2768,0.2592,0.2592,0,0,-0.0184414019616108,-0.0170239092490607,-0.0726942973067513,0.0364113515401669,-0.111678234066089,-0.0348776259581158,-0.0171690684988416,0.000868892689858742,0.0931310074327369,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"47",0.8456,0.7608,0.642,0.7552,0.7608,0.6436,0.5196,0.642,0.358,0,35,0.0179228327625548,0.00932320284351689,-0.0452192007201371,0.0621087875304873,-0.0885132920844789,-0.00811607444133774,0.00975781207944404,0.0263745429852221,0.107494336853076,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"48",0.3452,0.306,0.29,0.3216,0.306,0.2752,0.2504,0.29,0.29,0,0,-0.00877825349844081,-0.0105076798943081,-0.0500664248861915,0.0257872596725225,-0.0795583300854103,-0.0227211047913651,-0.00999182454331725,0.00174122648011203,0.0709535239188282,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"49",0.1408,0.2868,0.4728,0.2828,0.2868,0.4784,0.6724,0.4728,0.4728,0,0,-0.0145753759140006,-0.00147803093146813,-0.052921459752267,0.050435710764099,-0.100071794022204,-0.0189808765779927,-0.00166328227195172,0.0155543931677545,0.104100662859307,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"50",0.9952,0.9056,0.4448,0.9016,0.9056,0.4204,0.0488,0.4448,0.4448,0,2,0.0243621393330585,-0.0031962517386325,-0.040883044659399,0.0340799885217338,-0.0761612528495806,-0.0153370526264656,-0.00266057577710926,0.00909923694503205,0.0606496230606415,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"51",0.0964,0.2292,0.4584,0.2304,0.2292,0.4664,0.7,0.4584,0.4584,0,0,-0.0184249644756468,-0.002577724316424,-0.0528923843907454,0.0490306085580021,-0.0870966983837441,-0.0194533330881517,-0.00314492162245561,0.0141235353138094,0.0961389353277121,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"52",0.9416,0.7624,0.4336,0.7644,0.7624,0.4112,0.1352,0.4336,0.4336,0,0,0.0132099481326658,-0.00369318521686064,-0.0448253462711982,0.0335301898308334,-0.0907556693914483,-0.0157726781089031,-0.00272791919493298,0.00875017799343702,0.0751573761568543,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"53",0.9872,0.9336,0.712,0.9352,0.9336,0.7216,0.3312,0.712,0.288,0,2,0.0255499726343755,0.00942857633226723,-0.0225740823657528,0.0445982246064868,-0.0470805528797371,-0.00210914958655373,0.00885544099558414,0.0204533388669179,0.0786957436871457,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"54",0.5592,0.5332,0.486,0.5148,0.5332,0.502,0.4532,0.486,0.486,0,0,0.0013891243899835,-0.000398871419178535,-0.0529758231078148,0.0529776785813093,-0.0918099046549426,-0.0181655451180317,-0.00088391203504746,0.0176679085966641,0.0887668236509151,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"55",0.984,0.8412,0.4304,0.8496,0.8412,0.4264,0.0948,0.4304,0.4304,0,0,0.0193205006532742,-0.00326770441372123,-0.0444227317269279,0.0351980246058373,-0.0933421204067949,-0.0160617531995708,-0.00329242051016098,0.00921399425800009,0.0901899648985933,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"56",0.9408,0.8388,0.6312,0.836,0.8388,0.6548,0.3824,0.6312,0.3688,0,0,0.0202296814080349,0.00734681171687566,-0.031065018516325,0.04947899424707,-0.0621706268498733,-0.00623039729688243,0.00662446419530355,0.0209223665898943,0.0981442161270412,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"57",1,0.9836,0.798,0.99,0.9836,0.7996,0.2444,0.798,0.202,0,1,0.0597628111343885,0.0212613515313431,-0.0270424931413351,0.0755925921892074,-0.072845298494633,0.00400145941744432,0.0201167985829541,0.0379518717520434,0.110477530166076,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
"58",0.7672,0.5992,0.4508,0.6088,0.5992,0.4312,0.2808,0.4508,0.4508,0,0,0.00450490795976174,-0.00259083078935488,-0.0371061534502832,0.031595031888302,-0.0741787770439018,-0.0134552544445705,-0.00201754592137014,0.00830559994993775,0.0571682690352919,100,0.2,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_1",0.2
