"","p_ab_c_ab","p_ab_c_mean","p_ab_neg_c_ab","p_ab_neg_c_mean","p_boot_c_ab","p_boot_c_mean","p_boot_neg_c_ab","p_boot_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","boot_ab","X2.5.","X97.5.","X0.","X25.","X50.","X75.","X100.","J","a","b","boottype","c_p","mc.cores","n_j","niter","nperms","nreps","optimizer","permtype","reform","save_dir","simtype","simulation_name","theta_ab"
"23",0.3416,0.354,0.3788,0.3588,0.354,0.37,0.39,0.3788,0.3788,0,1,-0.00732701985231602,-0.00655013745673618,-0.0472629035167605,0.0348000295331335,-0.0954641030333096,-0.0202242086367205,-0.00655893439305051,0.00688172369314912,0.0600765225810327,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"24",0.2444,0.2104,0.1956,0.2236,0.2104,0.1848,0.1668,0.1956,0.1956,0,2,-0.0114765960917628,-0.0130676635039784,-0.0451774230915112,0.014898440827262,-0.067514115998023,-0.0226489361174159,-0.0125374639430955,-0.00300095103204468,0.0352050784102718,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"25",0.1464,0.2408,0.3676,0.248,0.2408,0.3628,0.5044,0.3676,0.3676,0,0,-0.0142988358624848,-0.00727461112127031,-0.0481937089468835,0.0331654231495248,-0.0912380826707288,-0.0209161705369575,-0.0068050989620427,0.00688373659090854,0.0707326948247981,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"26",0.9984,0.9724,0.7024,0.9748,0.9724,0.716,0.1836,0.7024,0.2976,0,0,0.0441818605469452,0.0119807919488634,-0.0321383528334033,0.0571592664447288,-0.0639726891691317,-0.00308348788426631,0.0119449203859899,0.0263615529677882,0.102605389728281,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"27",0.4048,0.2512,0.1328,0.2676,0.2512,0.1464,0.0608,0.1328,0.1328,0,0,-0.0155561636967294,-0.0260005440431802,-0.0763114233884351,0.0216491047275378,-0.11604849041892,-0.0416961529761686,-0.0251037493292468,-0.00903151955819414,0.0623253137731097,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"28",0.9984,0.9808,0.8316,0.9892,0.9808,0.8388,0.3392,0.8316,0.1684,0,0,0.0488988336079423,0.0201885010690944,-0.0212016796171249,0.0648693170290022,-0.0695778643360688,0.0061506442936254,0.019698125016102,0.0343801940267951,0.109359827666426,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"29",0.2372,0.4056,0.5908,0.4088,0.4056,0.5848,0.7596,0.5908,0.4092,0,0,-0.00573516279575826,0.0054173309690804,-0.0409405727043947,0.0526663452460784,-0.102146678417337,-0.0102889015081948,0.0053953048317424,0.0217095874496993,0.0958792831008907,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"30",0.3348,0.3164,0.298,0.3136,0.3164,0.2996,0.2788,0.298,0.298,0,0,-0.0151180906084428,-0.0167853837537774,-0.0775992752336787,0.0439789709676052,-0.133743871916698,-0.0381685192166204,-0.0170688013412822,0.00478297008473166,0.135857215086975,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"31",0.9732,0.8288,0.5344,0.8372,0.8288,0.5388,0.22,0.5344,0.4656,0,0,0.0196105875856542,0.00187750194159149,-0.0382273916465231,0.0399376656365617,-0.0830703826808343,-0.0113169937226261,0.00164885011788422,0.0155925981007418,0.0970244770510308,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"32",0.888,0.8936,0.9124,0.9044,0.8936,0.9008,0.9208,0.9124,0.0876,0,0,0.031425556244731,0.0325380760496093,-0.0122555122216116,0.0827426163527366,-0.0701079138337006,0.015593241401711,0.0317102161993069,0.0485157580325822,0.138374567803138,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"33",0.0052,0.0864,0.4444,0.0836,0.0864,0.4436,0.8564,0.4444,0.4444,0,0,-0.0328713077655093,-0.00360895206182166,-0.0489389610630896,0.0415336105091096,-0.0964952774809996,-0.0193058730406275,-0.00338358604963846,0.0127121432890352,0.0784261164822927,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"34",0.7504,0.5668,0.3636,0.5732,0.5668,0.3676,0.2108,0.3636,0.3636,0,0,0.00427023711999791,-0.00791930083169653,-0.0596209739599441,0.040050615438882,-0.0975643658931039,-0.0232274350949385,-0.00769043956975635,0.0085304823339138,0.0877947070088589,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"35",0.1296,0.344,0.588,0.3204,0.344,0.6132,0.8308,0.588,0.412,0,0,-0.0102610553013432,0.00592227841739817,-0.0395887058107847,0.0554692221562793,-0.081066192663623,-0.0101104729793005,0.00553543925924778,0.0217105076160242,0.114886118672553,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"36",0.5696,0.3652,0.2072,0.396,0.3652,0.2028,0.0808,0.2072,0.2072,0,0,-0.00568386309125363,-0.0153957213987864,-0.0553118738538235,0.0209573756284713,-0.090385089977162,-0.0274431766140085,-0.0142915525082928,-0.00265283456233173,0.0433866542151363,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"37",0.8,0.7728,0.736,0.7756,0.7728,0.7436,0.704,0.736,0.264,0,0,0.0142832930541133,0.0123719165030505,-0.0249671518164933,0.0526864608545037,-0.0551648706833802,-0.000745449239818629,0.0117617435648049,0.025245224973255,0.0859808839264464,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"38",0.2984,0.3404,0.3976,0.3492,0.3404,0.3904,0.4484,0.3976,0.3976,0,2,-0.00875567771952471,-0.0060631013366543,-0.0525620150859787,0.0410359567327083,-0.114866738341956,-0.0209202642739438,-0.00578040843584036,0.00890257364006081,0.103184132760298,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"39",0.9972,0.9556,0.6936,0.9624,0.9556,0.7124,0.2064,0.6936,0.3064,0,1,0.0546547212490139,0.0154898283345739,-0.0449434098261427,0.0796220638034536,-0.0861739512138122,-0.00467193513859448,0.0147936123651232,0.0352316805349354,0.125179964743941,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"40",0.048,0.2928,0.7128,0.2872,0.2928,0.716,0.9532,0.7128,0.2872,0,0,-0.0116106045479396,0.0119090519404488,-0.0292819047588985,0.0536394331040924,-0.0654282083885767,-0.0021355072511174,0.011709261529667,0.0263206685569267,0.102012281749041,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"41",0.5108,0.472,0.428,0.4612,0.472,0.436,0.4,0.428,0.428,0,1,-0.00155995868093006,-0.00325598180789403,-0.0427869163126982,0.034896342572615,-0.0898560297257004,-0.0168040249169087,-0.00353821367691843,0.0104428057606948,0.0653834339055182,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"42",0.9896,0.9004,0.5556,0.8992,0.9004,0.5676,0.1552,0.5556,0.4444,0,0,0.0248085124521565,0.00281494822621998,-0.0355073176122231,0.0418725462745623,-0.0779036121128175,-0.0100541043442698,0.00283787391782503,0.015490771402061,0.076799030815919,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"43",0.5136,0.568,0.604,0.5444,0.568,0.6204,0.6572,0.604,0.396,0,0,0.00422665989856669,0.00814325538014545,-0.0485357131933384,0.0664704262598581,-0.0872721236567452,-0.0116504157492308,0.00713838494380504,0.0276515725351146,0.145271763171217,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"44",0.0228,0.1444,0.5024,0.1424,0.1444,0.4808,0.8468,0.5024,0.5024,0,0,-0.0168578102371523,-0.000313820108537084,-0.0330503046544059,0.0329324763295475,-0.0539774762333073,-0.0111137438999825,0.0001018283048291,0.0102075983611887,0.0618639988243181,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"45",0.4736,0.354,0.2704,0.3684,0.354,0.2536,0.1728,0.2704,0.2704,0,0,-0.00602774249239014,-0.011291632033655,-0.0485990844911192,0.0234406896463014,-0.0872635042229615,-0.0228040690577981,-0.011077897491997,0.0010385877451378,0.0549406800871741,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"46",0.0612,0.2372,0.566,0.2416,0.2372,0.5768,0.8592,0.566,0.434,0,0,-0.0164555116151391,0.00436545076821576,-0.0432169948765153,0.0535978807638862,-0.102476405559855,-0.0111132249172395,0.00412448833275353,0.020225449001743,0.0982981907637996,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"47",0.0656,0.1316,0.2428,0.126,0.1316,0.2388,0.3936,0.2428,0.2428,0,0,-0.0294985886648043,-0.0183362991598598,-0.0735015309035611,0.032913743137501,-0.12318804374961,-0.0360270280691696,-0.017245247883824,-0.000628569545945687,0.0811112945661994,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"48",0.4224,0.3508,0.2828,0.3548,0.3508,0.2852,0.2212,0.2828,0.2828,0,0,-0.00688424756483574,-0.0106757152339726,-0.0502240916520926,0.0274601004043303,-0.0829570040198082,-0.0232569390034468,-0.0102847319291674,0.00179473896184532,0.0585308222076341,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"49",0.5944,0.5416,0.4756,0.5384,0.5416,0.4788,0.4164,0.4756,0.4756,0,0,0.0020397310044209,-0.00126509860427735,-0.0497428483854706,0.0475183643566006,-0.0900031128915642,-0.0173381018828936,-0.00160343740327263,0.0143726319837642,0.0852837897898107,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"50",0.0548,0.2496,0.6252,0.2432,0.2496,0.6288,0.9012,0.6252,0.3748,0,0,-0.0200502377451329,0.0096342391436025,-0.0521299120991477,0.0747574291697271,-0.101037935639283,-0.0103666748674682,0.0100395207504558,0.0288238048649772,0.120680453611943,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"51",0.6016,0.668,0.7104,0.6464,0.668,0.7344,0.782,0.7104,0.2896,0,0,0.00695106824908462,0.0100597206668986,-0.0225557119306508,0.0463393842665444,-0.0521952258552835,-0.00169802143488061,0.00944938082712204,0.0208263961061483,0.0790298514450973,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"52",0.8012,0.7412,0.6612,0.7428,0.7412,0.6676,0.574,0.6612,0.3388,0,0,0.0116241699676927,0.007607523327612,-0.0301390559820893,0.0455435221120629,-0.0700571986948051,-0.00451745142444107,0.00747474643346897,0.0197646624900425,0.0895964161388847,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"53",0.278,0.4104,0.528,0.3948,0.4104,0.5512,0.666,0.528,0.472,0,2,-0.00611425335117756,0.00221249514221903,-0.0447639819132663,0.0535368461208868,-0.0931261343562118,-0.0140402619473605,0.00170669037972745,0.0189665597128082,0.0941568059108698,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"54",0.2316,0.3236,0.4228,0.3272,0.3236,0.4248,0.5144,0.4228,0.4228,0,0,-0.0135418121420832,-0.00580197282275848,-0.0660141496770666,0.0552683023791653,-0.120013450514504,-0.0255449298371531,-0.00677608330995523,0.0148118283617988,0.0999459727576713,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"55",0.1696,0.2812,0.4168,0.2832,0.2812,0.4152,0.5732,0.4168,0.4168,0,2,-0.0136225793982352,-0.00472483140167956,-0.0526013607250804,0.0425225438019379,-0.104971003363177,-0.0204045471956189,-0.00454090454425462,0.0114695493960639,0.109573710848667,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"56",0.0424,0.2024,0.5648,0.206,0.2024,0.57,0.8688,0.5648,0.4352,0,0,-0.0171640540996644,0.0034041427907077,-0.0403226204315975,0.0456461177257788,-0.0878198733897515,-0.0103211362992757,0.00361328961238138,0.0174614196823126,0.089701373171184,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"57",0.9948,0.9096,0.5364,0.912,0.9096,0.5384,0.1236,0.5364,0.4636,0,0,0.0212252989352117,0.00152820580718951,-0.0307606525597897,0.0333728244422309,-0.059269392296248,-0.00812381951257617,0.00161734835119376,0.0115480063247852,0.0638485488339549,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
"58",0.3764,0.638,0.8404,0.6388,0.638,0.8412,0.9444,0.8404,0.1596,0,0,0.00796268115628869,0.022820954689337,-0.0205961916091408,0.0696073808557614,-0.0749129527626658,0.00690613288184171,0.0231842284421004,0.0384751312769517,0.123974143952937,100,0,0.2,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_3",0.2
