"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","permtype","reform","save_dir","simulation_name","theta_ab"
"21",0.1044,0.1904,0.314,0.1952,0.314,0,1,-0.00616826677654232,-0.00334995216334193,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"22",0.0356,0.058,0.0868,0.0504,0.0868,0,0,-0.0119862837885509,-0.00987027218776364,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"23",0.018,0.1044,0.3492,0.0984,0.3492,0,0,-0.010484752345998,-0.0033059045861623,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"24",0.3612,0.4152,0.4804,0.4184,0.4804,0,32,-0.00211584857644816,-0.000660497423024972,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"25",0.0912,0.2256,0.4264,0.2364,0.4264,0,0,-0.00750166913417274,-0.00155994008513939,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"26",0,0,0.0308,0,0.0308,0,0,-0.0423350901976274,-0.0171435385498705,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"27",0.9928,0.9632,0.8636,0.9624,0.1364,0,0,0.0189558921055614,0.0108871154427688,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"28",1,1,0.9704,1,0.0296,0,0,0.0388772915040741,0.0173061412196147,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"29",0.9968,0.9736,0.8032,0.9768,0.1968,0,0,0.0130104465669761,0.00540152858265613,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"30",0.9996,0.9868,0.904,0.9928,0.096,0,21,0.015783553124565,0.00822314065829221,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"31",0.0268,0.0592,0.1264,0.0596,0.1264,0,0,-0.0129252776005245,-0.00926152192928018,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"32",0.4148,0.5016,0.5692,0.484,0.5692,0,1,-0.000187410018863851,0.00214059495670476,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"33",8e-04,0.014,0.0716,0.0076,0.0716,0,0,-0.0203273922748371,-0.0127508004599599,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"34",0.9508,0.8416,0.6068,0.8392,0.3932,0,0,0.0107157722282085,0.00308232018333134,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"35",0.3572,0.3772,0.3912,0.3764,0.3912,0,0,-0.00213133662169006,-0.00186187097659872,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"36",0.0248,0.1256,0.3704,0.1356,0.3704,0,0,-0.0113488600264292,-0.00297062589323997,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"37",0,0,0.0092,0,0.0092,0,0,-0.0396097559916479,-0.0205471000343587,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"38",0.99,0.9108,0.6688,0.9172,0.3312,0,0,0.0130232098101924,0.00425247372506545,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"39",0.0232,0.21,0.6964,0.2188,0.6964,0,0,-0.00662535224450021,0.00420173912400145,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"40",0.0012,0.0464,0.462,0.038,0.462,0,0,-0.0133710072271054,-0.000819747071780562,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"41",0.0544,0.084,0.1164,0.08,0.1164,0,1,-0.010378055908641,-0.00881999521258921,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"42",0.9036,0.8252,0.7092,0.8236,0.2908,0,0,0.00844505892792205,0.00492448892724852,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"43",0.408,0.4724,0.5632,0.4964,0.5632,0,0,-0.000391200119339054,0.0012762937633414,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"44",0.3704,0.4032,0.4448,0.41,0.4448,0,19,-0.0019059239112174,-0.00121226153241133,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"45",1,0.998,0.9148,0.9988,0.0852,0,8,0.0258426730355092,0.0105458310427473,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"46",0.9824,0.9028,0.668,0.8972,0.332,0,0,0.00891801907871363,0.00306423372092493,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"47",0.9896,0.93,0.6772,0.9288,0.3228,0,0,0.0112981799046388,0.0035227608795481,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"48",0.058,0.132,0.2768,0.1316,0.2768,0,0,-0.0104761383900513,-0.00582018912598358,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"49",0.0084,0.0412,0.148,0.0356,0.148,0,0,-0.0173406559701075,-0.0100459397778264,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"50",0.8252,0.7276,0.616,0.73,0.384,0,0,0.00596824048243999,0.00278399004044993,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"51",0.2716,0.1628,0.088,0.1596,0.088,0,1,-0.00611554349839834,-0.00852756996307038,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"52",0,0,0.0132,0,0.0132,0,0,-0.0465362759154268,-0.018749992044478,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"53",0,8e-04,0.0044,0,0.0044,0,0,-0.0345413058205027,-0.0208940606932649,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"54",0.934,0.8316,0.662,0.8376,0.338,0,0,0.00775065604958363,0.00339000921768691,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"55",0,0.002,0.0472,4e-04,0.0472,0,2,-0.0285652232539525,-0.0118161958572391,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"56",0,0.002,0.1304,8e-04,0.1304,0,0,-0.0224300471698357,-0.00824618711175843,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"57",0.0316,0.1904,0.58,0.1956,0.58,0,0,-0.00731090298348678,0.00163556868828367,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"58",0.1084,0.1804,0.2852,0.1864,0.2852,0,0,-0.00927295613890138,-0.00598968264374521,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"59",0.9996,0.988,0.8092,0.9912,0.1908,0,0,0.0216416812526765,0.00795300118646,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"60",0.9996,0.988,0.8672,0.994,0.1328,0,1,0.0224416314733311,0.0104538587004428,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"61",0.0036,0.0312,0.1476,0.0284,0.1476,0,1,-0.0164642185774938,-0.00872109619991945,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"62",1,1,0.998,1,0.002,0,0,0.0478028640189404,0.0279386901651198,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"63",0,0.0012,0.0244,0,0.0244,0,2,-0.0337621095149609,-0.0177476512667623,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"64",0.0284,0.0704,0.1584,0.07,0.1584,0,0,-0.011209205044052,-0.00763730367864882,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"65",0.0496,0.0832,0.1276,0.08,0.1276,0,0,-0.0122989739514842,-0.00995625043717824,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"66",1,0.9996,0.98,1,0.02,0,0,0.0344765922954199,0.0168798792025904,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"67",0.5876,0.4432,0.3176,0.4312,0.3176,0,0,-0.00113082901829992,-0.00377967206481797,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"68",0.7056,0.4612,0.2384,0.4608,0.2384,0,0,-0.000744461770423706,-0.00600633323604427,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"69",0.9824,0.904,0.658,0.9072,0.342,0,0,0.0100884579056063,0.00316222772018684,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"70",0.9972,0.9732,0.8836,0.982,0.1164,0,0,0.0218522782200903,0.0129143646957741,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"71",0.658,0.5304,0.3912,0.5232,0.6088,0,0,0.000597626672588419,-0.00261284213782466,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"72",0.77,0.5284,0.2856,0.5392,0.7144,0,0,0.000497649759065958,-0.00341771294117322,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"73",0.9648,0.8932,0.708,0.886,0.292,0,0,0.0104762880706126,0.0049417192236589,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"74",0.2456,0.2496,0.2544,0.2524,0.2544,0,0,-0.00644610399149475,-0.00632997373869646,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"75",0.0932,0.1608,0.2816,0.1624,0.2816,0,1,-0.00762589871136219,-0.00463888724397056,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"76",0.978,0.8908,0.6904,0.8844,0.3096,0,0,0.0107241137214162,0.00417567362318058,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"77",0.988,0.9112,0.5712,0.9108,0.4288,0,8,0.0107155517186722,0.00155913329933318,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"78",0.9984,0.978,0.83,0.9832,0.17,0,0,0.0179347978366279,0.00785456648008505,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"79",0,4e-04,0.1584,0,0.1584,0,0,-0.0293083250090957,-0.00739288900494236,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"80",0.1204,0.3448,0.6216,0.3304,0.6216,0,0,-0.00238821255897977,0.00180391994933426,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"81",4e-04,0.0056,0.0488,0.0024,0.0488,0,0,-0.0266962912224728,-0.0157315503281652,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"82",4e-04,0.0252,0.1688,0.0184,0.1688,0,0,-0.0210055412735963,-0.00963227312479743,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"83",1,0.9624,0.5452,0.9664,0.4548,0,0,0.0190883908910037,0.00119814823059722,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"84",0.9572,0.7944,0.4332,0.7936,0.5668,0,0,0.00686130677995605,-0.00128255223786477,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"85",1,1,0.99,1,0.01,0,0,0.0476934934052232,0.0250042958087969,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"86",0.0096,0.0548,0.2376,0.0496,0.2376,0,17,-0.0142315609147586,-0.00655566076401707,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"87",0.9692,0.954,0.928,0.9592,0.072,0,4,0.0204813446366245,0.0174668527265688,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"88",0.3304,0.2608,0.2056,0.2688,0.2056,0,0,-0.00358507028231385,-0.00483016504999058,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"89",0.998,0.9884,0.8984,0.9884,0.1016,0,1,0.0236876987676127,0.0124614316699946,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"90",0.1112,0.288,0.5312,0.2788,0.5312,0,0,-0.00471163571323519,0.000759174616910179,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"91",0.992,0.9348,0.7204,0.9428,0.2796,0,0,0.0135891075919842,0.00503186193200145,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"92",0.1664,0.108,0.0568,0.0968,0.0568,0,0,-0.0145526643165235,-0.0180569170349459,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"93",0,0.0016,0.1184,0.0044,0.1184,0,0,-0.0260143868810811,-0.0101330753391187,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"94",0.3572,0.454,0.528,0.4352,0.528,0,0,-0.00144049429867762,0.00100026389122889,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"95",0.74,0.6272,0.5072,0.622,0.4928,0,0,0.00353653279709558,0.000276182064804129,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
"96",1,0.996,0.824,0.9992,0.176,0,0,0.025885514903746,0.00813204791227156,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_05",0.2
