"","p_ab_perm_mean_c","p_ab_perm_ab_c","p_opsign_ci","n_conv_warn","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","save_dir","simulation_name","theta_ab"
"1",1,1,0,0,0.14789948986455,0.144066751465663,100,0.5,0.2,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_22",0.2
"2",1,1,0,0,0.119653709591353,0.103732230485645,100,0.5,0.2,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_22",0.2
"3",1,1,0,0,0.154051253842388,0.150685839904131,100,0.5,0.2,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_22",0.2
"4",1,1,0,0,0.122580478077716,0.133792956367533,100,0.5,0.2,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_22",0.2
"5",0.9924,0.9908,0.012,0,0.0442514568111443,0.0449955410491416,100,0.5,0.2,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_22",0.2
"6",1,1,0,0,0.125181021601331,0.1173057972911,100,0.5,0.2,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_22",0.2
"7",1,1,0,0,0.0935110303488185,0.0969140795108801,100,0.5,0.2,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_22",0.2
"8",1,1,0,0,0.0972896531243348,0.0904445048662848,100,0.5,0.2,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_22",0.2
"9",1,1,0,0,0.110981808332708,0.108314533099632,100,0.5,0.2,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_22",0.2
"10",1,1,0,0,0.13054869677193,0.127608666891992,100,0.5,0.2,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_22",0.2
