"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","reform","save_dir","simulation_name","theta_ab"
"1",0.9384,0.9712,0.9988,0.9876,0.0012,0,2333,0.0200454574407071,0.0248166500381682,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"2",0,0,0.0272,0,0.0272,0,2423,-0.0557345723131922,-0.0134973420378123,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"3",1,0.9996,0.4384,0.9984,0.5616,0,2312,0.0120968906156235,-0.000431297939351022,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"4",0.0088,0.0956,0.5824,0.1048,0.5824,0,2372,-0.00849618414874922,0.00156535712189232,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"5",0.7764,0.4052,0.1124,0.4232,0.1124,0,2405,-0.00179478882276247,-0.0101815663063439,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"6",0.8944,0.8796,0.8756,0.8936,0.1244,0,2349,0.00886098503663047,0.00821987650636476,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"7",4e-04,0.0024,0.0148,0,0.0148,0,2337,-0.0284015075234849,-0.0163449802270825,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"8",0.8088,0.5824,0.3304,0.59,0.6696,0,2421,0.00218700748279652,-0.00466304749801918,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"9",0.9224,0.3056,0.0068,0.334,0.0068,0,2350,-0.00478330932258876,-0.0232966212810474,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"10",0,0,0.3284,0,0.3284,0,2398,-0.029637494949265,-0.0027722995856695,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"11",0.5864,0.8256,0.9692,0.8112,0.0308,0,2378,0.00622435843487652,0.0113617863167011,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"12",0,0,0.1164,0,0.1164,0,2360,-0.0290807307636067,-0.00794229253187098,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"13",0.9996,0.9952,0.992,0.9988,0.008,0,2393,0.0258743133831056,0.0201995691224876,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"14",0.9972,0.5664,0.0128,0.618,0.9872,0,2350,0.00203981791009224,-0.0168118144439708,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"15",1,1,0.8676,1,0.1324,0,2380,0.0492954004415956,0.0113403615855439,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"16",0.0204,0.086,0.2896,0.0796,0.2896,0,2342,-0.0169398834158202,-0.0069784639690011,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"17",0.9976,0.9908,0.984,0.996,0.016,0,2323,0.033327993559809,0.0267673947118941,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"18",0.9996,0.9904,0.9612,0.9996,0.0388,0,2345,0.0200592731435285,0.0119318480694013,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"19",0.5548,0.3652,0.2364,0.404,0.2364,0,2354,-0.00227608804392977,-0.00583235949161111,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"20",0,4e-04,0.0948,0,0.0948,0,2367,-0.0344375208331812,-0.0114783865426137,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"21",0.6776,0.466,0.2768,0.4808,0.2768,0,2319,-0.000512742670393506,-0.00489418917415208,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"22",0.0032,0.248,0.9228,0.238,0.9228,0,2354,-0.00796033050477928,0.0153772000707567,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"23",1,0.9204,0.0016,0.8952,0.9984,0,2392,0.00894456941575417,-0.0161132084113194,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
"24",0.5976,0.3812,0.2096,0.4048,0.2096,0,2265,-0.00179056412422633,-0.00544209284937566,100,0.2,0,0.8,24,10,2500,500,"bobyqa","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_16",0.2
