"","p_ab_perm_mean_c","p_ab_perm_ab_c","p_opsign_ci","n_conv_warn","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","save_dir","simulation_name","theta_ab"
"1",0.5764,0.1608,0.0844,0,0.00213672762335957,0.0157311442348863,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"2",0.0196,0.1064,0.002,0,-0.026497898757268,-0.036833333777257,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"3",0.808,0.898,0.3096,0,0.00919879018045892,0.00521269960086196,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"4",0.2956,0.1644,0.4836,0,-0.00631655643339725,-0.000509497228821769,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"5",0.34,0.1988,0.5016,0,-0.00332825005274737,-4.51940213153021e-05,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"6",0.9708,0.9984,0.236,0,0.0230371846666666,0.00852782217950623,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"7",0.5252,0.6816,0.6272,0,0.000821008589691826,-0.00356672697206923,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"8",0.0624,0.0128,0.1992,0,-0.0202193750436845,-0.0109401606587438,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"9",4e-04,0,8e-04,0,-0.0517460388370585,-0.0381350326995256,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"10",0.782,0.4528,0.0524,0,0.0101834449245226,0.0217539251903738,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"11",1,1,8e-04,0,0.0615358574607811,0.0396425962256704,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"12",0.874,0.9616,0.3108,0,0.013747505172316,0.005773622387353,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"13",0.8744,0.9524,0.2932,0,0.015674666106923,0.00743096417527721,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"14",0.5192,0.4196,0.3708,0,0.000698185484436845,0.00371133513888966,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"15",0.9944,1,0.052,0,0.0298248480148974,0.017289815870839,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"16",0.9428,0.996,0.2924,0,0.0163036547022417,0.0056542052249172,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"17",0.034,0.0376,0.0196,0,-0.0170945055304171,-0.0175453308566775,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"18",0.4488,0.5756,0.3296,0,-0.000894895813985985,-0.0028524795697494,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
"19",1,1,0,0,0.0390499671115349,0.0307680975985812,100,0.2,0,1,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_33",0.2
