"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","permtype","reform","save_dir","simulation_name","theta_ab"
"1",0,0,0,0,0,0,0,-0.118107149757596,-0.101400150068933,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"2",0.0056,0.0024,0.0016,0.0024,0.0016,0,145,-0.0790630077845516,-0.0842244025717685,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"3",0.9536,0.9612,0.9688,0.9616,0.0312,0,74,0.0431146869116238,0.045461503424551,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"4",0.3924,0.37,0.352,0.3772,0.352,0,0,-0.00884841706381195,-0.010439206964075,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"5",0.1624,0.1652,0.1608,0.1572,0.1608,0,1,-0.024540098611552,-0.0242885237247909,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"6",1,1,0.9992,0.9992,8e-04,0,10,0.0939095132936677,0.0911638717539929,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"7",0.1352,0.0788,0.0464,0.0832,0.0464,0,0,-0.0364768592405909,-0.0445096663282233,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"8",0.7056,0.7088,0.7144,0.712,0.2856,0,722,0.0145786874605452,0.0147198181622045,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"9",0.012,0.0044,0.0016,0.0052,0.0016,0,1001,-0.0704952267119578,-0.082420326820355,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"10",0.3824,0.5844,0.7564,0.5772,0.2436,0,81,0.00552778247881659,0.019284135083976,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"11",0.13,0.352,0.6304,0.3544,0.6304,0,1,-0.0100930020464717,0.00883379635532857,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"12",0.1156,0.0604,0.0308,0.0628,0.0308,0,0,-0.0412333321700127,-0.0504642521342319,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"13",0.0016,0.0392,0.238,0.0316,0.238,0,0,-0.0486617283497187,-0.0193260750608806,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"14",0.0092,0.0112,0.0116,0.0096,0.0116,0,0,-0.0589446581640985,-0.0570724554169486,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"15",0.1384,0.0896,0.0516,0.0836,0.0516,0,614,-0.0380129455409945,-0.0453318719534743,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"16",0.588,0.542,0.4816,0.5312,0.5184,0,51,0.00236021327974809,-0.000955698606402503,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"17",0.0328,0.0244,0.0168,0.0216,0.0168,0,2,-0.0584495595265787,-0.061411173884997,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
"18",0.8668,0.6644,0.4168,0.674,0.5832,0,121,0.0133651731948165,-0.00659874293103927,100,0.8,0,0,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_02",0.2
