"","p_ab_perm_mean_c","p_ab_perm_ab_c","p_opsign_ci","n_conv_warn","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","save_dir","simulation_name","theta_ab"
"1",1,1,0,0,0.169199286695397,0.169300778480715,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"2",1,1,0,0,0.285619648648676,0.278073169278074,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"3",1,1,0,0,0.176376434098701,0.167280461486011,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"4",1,1,0,0,0.286347466346424,0.305090634485458,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"5",0.9984,0.9976,0,0,0.0978610076340692,0.104659789355045,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"6",1,1,0,0,0.225060093061266,0.212606785878805,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"7",1,1,0,0,0.134054441430667,0.133015968259441,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"8",1,1,0,0,0.221854537707564,0.229897354752704,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"9",1,1,0,0,0.170411735557744,0.171126723489106,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"10",1,1,0,0,0.218582390673062,0.22898823914572,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"11",1,1,0,0,0.130985314240503,0.119449456830412,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"12",1,1,0,0,0.207701446526876,0.20643807706895,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"13",1,1,0,0,0.162680526043557,0.166111695396536,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"14",1,1,0,0,0.133246836491802,0.139174584874595,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"15",1,1,0,0,0.232886203256449,0.220444082282316,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"16",1,1,0,0,0.166514945305818,0.162123260450121,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"17",1,1,0,0,0.220324825422305,0.214587408195745,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"18",1,1,0,0,0.185678021834016,0.175700219201297,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"19",1,1,0,0,0.229740546955649,0.225313006057107,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"20",1,1,0,0,0.296143343186937,0.308108810227742,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"21",1,1,0,0,0.244870720622432,0.23828216410017,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"22",1,1,0,0,0.293555775107868,0.309678424675873,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"23",1,1,0,0,0.233612654333953,0.211691841976478,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"24",1,1,0,0,0.163397387952911,0.1533422699156,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"25",1,1,0,0,0.199658618531937,0.20655615170477,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"26",1,1,0,0,0.244772945820357,0.262441687386574,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"27",1,1,0,0,0.157864017024792,0.159918152854743,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"28",1,1,0,0,0.201012230704712,0.204978452243933,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"29",1,1,0,0,0.275906152209809,0.27510350930296,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"30",1,1,0,0,0.288798385309648,0.280154673802179,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"31",1,1,0,0,0.226804781649746,0.240098372670551,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"32",1,1,0,0,0.146472323953282,0.138130340598009,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"33",1,1,0,0,0.270752138458538,0.251758070559749,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"34",1,1,0,0,0.217029659299986,0.218075309191971,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"35",1,1,0,0,0.155303564410992,0.156934034318443,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"36",1,1,0,0,0.241850987375497,0.240657626837048,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"37",1,1,0,0,0.167718276548202,0.178789432312996,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"38",1,1,0,0,0.261105739387689,0.25736754730224,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"39",1,1,0,0,0.204441799109803,0.204688120595075,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"40",1,1,0,0,0.242580305544624,0.236110475877042,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"41",1,1,0,0,0.194288552511286,0.209445413328441,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"42",1,1,0,0,0.230258811025577,0.235476526909113,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"43",1,1,0,0,0.212075901119995,0.222312330347887,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"44",1,1,0,0,0.152824298364915,0.150081211696849,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"45",1,1,0,0,0.188400096445396,0.188520289093755,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"46",1,1,0,0,0.245203389028559,0.22659619690097,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"47",1,1,0,0,0.172675670329857,0.176749569003995,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"48",1,1,0,0,0.255685842493411,0.252344575688029,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"49",1,1,0,0,0.175359956976447,0.18227442682471,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"50",1,1,0,0,0.176873463682991,0.173597036145243,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"51",0.9812,0.9776,0.01,0,0.0686204409430028,0.0737093308292323,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"52",1,1,4e-04,0,0.107286771220881,0.104911719325784,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"53",1,1,0,0,0.214920660939068,0.220954976658125,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"54",1,1,0,0,0.144349093227151,0.116584236643834,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
"55",1,1,0,0,0.185250109965146,0.20174592054378,100,1,0.2,0,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_07",0.2
