"","p_ab_c_ab","p_ab_c_mean","p_ab_neg_c_ab","p_ab_neg_c_mean","p_boot_c_ab","p_boot_c_mean","p_boot_neg_c_ab","p_boot_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","boot_ab","X2.5.","X97.5.","X0.","X25.","X50.","X75.","X100.","J","a","b","boottype","c_p","mc.cores","n_j","niter","nperms","nreps","optimizer","permtype","reform","save_dir","simtype","simulation_name","theta_ab"
"1",0.4516,0.4792,0.5056,0.4752,0.4792,0.5124,0.5324,0.5056,0.4944,0,0,-0.000932330171017619,0.000320949255730754,-0.0414334570064535,0.0419579037437485,-0.0842450270070219,-0.0128571732042151,0.000213929981904228,0.0138684407856199,0.095004207410718,100,0,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_5",0.2
"2",0.064,0.202,0.47,0.2012,0.202,0.4512,0.7328,0.47,0.47,0,0,-0.010739018676093,-0.00133761106543696,-0.0279460912657703,0.0238891452968898,-0.0606411357333862,-0.00988999649541588,-0.00089176438849758,0.00730036571782211,0.0480381091992156,100,0,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_5",0.2
"3",0.2108,0.338,0.4892,0.338,0.338,0.4988,0.6472,0.4892,0.4892,0,1,-0.00896783897577877,-0.000432854037980551,-0.0466706207640689,0.0455888394871565,-0.0879445704673556,-0.0145988666167205,-0.000842082822955067,0.0141736944880176,0.0927376845553613,100,0,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_5",0.2
"4",0.1012,0.2152,0.392,0.2188,0.2152,0.3804,0.592,0.392,0.392,0,0,-0.0188967058747097,-0.00691234160933418,-0.0544733933018086,0.0389312650583302,-0.0973911662101505,-0.0236931475455843,-0.00669145887833142,0.00963364337834865,0.0812648819661386,100,0,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_5",0.2
"5",0.9316,0.6856,0.3072,0.6888,0.6856,0.3004,0.0644,0.3072,0.3072,0,0,0.0100069027627687,-0.0105923714435977,-0.0536061564712365,0.0311299471885597,-0.0897646846217825,-0.024374054392707,-0.0100761143747723,0.00327218872339671,0.0604638410191324,100,0,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_5",0.2
"6",0.854,0.7488,0.5908,0.74,0.7488,0.6076,0.4348,0.5908,0.4092,0,0,0.016388389906518,0.00648526050305172,-0.0405164386923961,0.057134033119223,-0.09460930256965,-0.0109097467834531,0.00571717073617709,0.0229695766657257,0.0971793115374169,100,0,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_5",0.2
"7",0.0032,0.0616,0.4636,0.06,0.0616,0.4472,0.9128,0.4636,0.4636,0,0,-0.0301600596397365,-0.00202339909697108,-0.0397088932839509,0.0357862887318165,-0.0728301084502032,-0.0148424331111139,-0.00172927195300096,0.0108219638357649,0.0723214317677364,100,0,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_5",0.2
"8",4e-04,0.0308,0.476,0.036,0.0308,0.498,0.9636,0.476,0.476,0,0,-0.0417041902646349,-0.000821265535415444,-0.0448289097019109,0.0443027152113959,-0.0834286772620136,-0.0157687579302783,-0.00150339119469802,0.0137730341780827,0.0954490374421934,100,0,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_5",0.2
"9",0.9936,0.9296,0.5812,0.9404,0.9296,0.6104,0.1508,0.5812,0.4188,0,0,0.0225746836690175,0.00347141716556579,-0.0266807049875023,0.0345581287975721,-0.061227227690989,-0.00675453709446403,0.00297287758319109,0.0133243560321928,0.0610116688628789,100,0,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_5",0.2
"10",0.05,0.214,0.5476,0.214,0.214,0.5416,0.8444,0.5476,0.4524,0,0,-0.0144351303856422,0.00204243166585666,-0.0344470924472175,0.0392627326372273,-0.0595638109748832,-0.01016971173884,0.00220279157991945,0.0144644747584625,0.0628614852446842,100,0,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_5",0.2
