"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","permtype","reform","save_dir","simulation_name","theta_ab"
"1",0.0052,0.0056,0.008,0.0076,0.008,0,2435,-0.0758427315980268,-0.0743850658131977,100,0,0.8,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_14",0.2
"2",0.1876,0.1596,0.134,0.1636,0.134,0,2445,-0.0312880565049046,-0.0346208206536168,100,0,0.8,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_14",0.2
"3",0.3268,0.3932,0.4684,0.3964,0.4684,0,2425,-0.0078226925842635,-0.00268145832728093,100,0,0.8,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_14",0.2
"4",0.2048,0.14,0.0856,0.1404,0.0856,0,2460,-0.0370024521746191,-0.0459377534378138,100,0,0.8,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_14",0.2
"5",0.0208,0.082,0.2472,0.0736,0.2472,0,2437,-0.0422686407789837,-0.0204458624474526,100,0,0.8,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_14",0.2
"6",0.7056,0.5092,0.3128,0.51,0.6872,0,2427,0.000780552712961462,-0.0154666732070272,100,0,0.8,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_14",0.2
"7",0.9564,0.6856,0.2468,0.6944,0.7532,0,2413,0.0133818088456828,-0.0187277885339237,100,0,0.8,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_14",0.2
"8",0.5816,0.5568,0.52,0.546,0.48,0,2401,0.00331456393895176,0.00137491977493183,100,0,0.8,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_14",0.2
"9",0.9608,0.9856,0.9956,0.9856,0.0044,0,2439,0.0703619615615021,0.0841664374501334,100,0,0.8,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_14",0.2
"10",8e-04,0.026,0.2472,0.0296,0.2472,0,2425,-0.0517041038848457,-0.0188989082145626,100,0,0.8,0,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_14",0.2
