"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","permtype","reform","save_dir","simulation_name","theta_ab"
"1",0.3424,0.0868,0.0032,0.064,0.0032,0,2430,-0.0132998519872521,-0.0234062150790088,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"2",1,1,0.2384,1,0.7616,0,2433,0.0379663162140001,-0.00364543736525649,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"3",0.4044,0.2412,0.1112,0.2508,0.1112,0,2444,-0.00486069407551695,-0.00836242340438753,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"4",0.9976,0.9708,0.7496,0.9712,0.2504,0,2418,0.0145076927923746,0.00494868939357137,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"5",0.5436,0.8852,0.9984,0.912,0.0016,0,2434,0.011378201677322,0.0226258308714768,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"6",1,0.9964,0.4604,0.998,0.5396,0,2432,0.0270189655603388,-0.000971060293837568,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"7",0.002,0.0136,0.1028,0.0084,0.1028,0,2431,-0.020217678156721,-0.0101600619325522,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"8",1,1,0.542,1,0.458,0,2435,0.0257355770920407,0.000505753021547687,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"9",0,0.0192,0.6308,0.0208,0.6308,0,2419,-0.0134333771473182,0.00211625822504696,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"10",0,0,0.0196,0,0.0196,0,2435,-0.0451662255468823,-0.0137022741041039,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"11",1,1,0.8196,1,0.1804,0,2414,0.0186813495023775,0.00327896499925382,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"12",0.2708,0.0468,0.0012,0.0316,0.0012,0,2430,-0.0181574958367191,-0.0302680969595738,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"13",0.1584,0.6596,0.97,0.6132,0.03,0,2419,0.00219983267936889,0.0104364858656152,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"14",1,0.998,0.6856,0.9992,0.3144,0,2442,0.018378221220654,0.00232962523271879,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"15",0.958,0.794,0.4432,0.7964,0.5568,0,2425,0.0065870924653753,-0.00131068001265649,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"16",0.9988,0.9976,0.9996,0.9996,4e-04,0,2431,0.0452329509232901,0.0430321286292717,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
"17",0,4e-04,8e-04,0,8e-04,0,2429,-0.0312627678965511,-0.0259210085204735,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_18",0.2
