"","p_ab_perm_mean_c","p_ab_perm_ab_c","p_opsign_ci","n_conv_warn","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","save_dir","simulation_name","theta_ab"
"1",1,1,0,0,0.0922616252216011,0.101949555831162,100,0.2,0.5,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_25",0.2
"2",1,1,0,0,0.120229760703539,0.0984515911136934,100,0.2,0.5,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_25",0.2
"3",1,1,0,0,0.107556955458476,0.106295259928083,100,0.2,0.5,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_25",0.2
"4",1,1,0,0,0.0981597606065982,0.0958973389648647,100,0.2,0.5,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_25",0.2
"5",1,1,0,0,0.0895347083450897,0.0797077497218937,100,0.2,0.5,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_25",0.2
"6",0.9976,0.9956,0,0,0.0635408481592617,0.0679472168257732,100,0.2,0.5,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_25",0.2
"7",1,0.9996,0,0,0.0796532563971876,0.0884836664472722,100,0.2,0.5,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_25",0.2
"8",1,0.9996,0,0,0.0826895474937874,0.0851640044175669,100,0.2,0.5,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_25",0.2
"9",1,1,0,0,0.152626245687652,0.160978862383746,100,0.2,0.5,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_25",0.2
"10",1,1,0,0,0.0819267268744416,0.0880172845688502,100,0.2,0.5,0.5,24,10,2500,500,"bobyqa","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/test/","pmjob_25",0.2
