"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","permtype","reform","save_dir","simulation_name","theta_ab"
"1",1,1,0.4124,0.9996,0.5876,0,2429,0.010401690917268,-0.00042694075565811,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"2",0,0,0.3808,0,0.3808,0,2424,-0.0273071722922703,-0.000545052991179378,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"3",1,1,0.5284,1,0.4716,0,2430,0.0210991289620959,6.95201147527671e-05,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"4",1,0.9988,0.4488,0.9992,0.5512,0,2417,0.011808522615666,-0.000421374857602295,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"5",0.0016,0.1092,0.8268,0.14,0.8268,0,2431,-0.00399461054205545,0.00316591267073711,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"6",0.3316,0.3276,0.3544,0.3612,0.3544,0,2440,-0.00114784452197126,-0.00119190196316535,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"7",4e-04,0.0056,0.07,0,0.07,0,2439,-0.0127828570846335,-0.00464011176900901,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"8",1,0.9996,0.6884,1,0.3116,0,2442,0.022156148612768,0.00139818092548865,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"9",0.1184,0.5108,0.6704,0.3196,0.6704,0,2422,-0.000443895346240176,0.00100550728940718,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"10",0.1552,0.5808,0.8888,0.4696,0.1112,0,2439,0.000262413605298818,0.00448310128111495,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"11",0,0,0.4252,0,0.4252,0,2415,-0.0185404833737098,-0.000471466296243795,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"12",0,0,0.6768,0,0.6768,0,2431,-0.0228126671355013,0.0012962198080014,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"13",0.9992,0.752,0.0592,0.7744,0.9408,0,2418,0.00342213275818165,-0.00628970755225269,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"14",1,1,0.2,1,0.8,0,2434,0.0340446437061823,-0.00267113528656246,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"15",0,0,0.3448,0,0.3448,0,2424,-0.0279552502830012,-0.00153646113778625,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"16",1,1,0.4852,1,0.5148,0,2432,0.014029546623343,-5.25145891057074e-05,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"17",0.0664,0.0932,0.0856,0.0496,0.0856,0,2422,-0.00769396312253824,-0.0065704083835027,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"18",0.9968,0.956,0.3744,0.9228,0.6256,0,2422,0.00331156723870674,-0.000741472897610441,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"19",0,0.01,0.8984,0.0608,0.8984,0,2421,-0.00639054520641862,0.00378075928155692,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"20",0,0,0.5308,0,0.5308,0,2421,-0.0252463132565526,0.000337353254466527,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"21",0.9616,0.6376,0.2084,0.698,0.7916,0,2426,0.00204044574724932,-0.00376421856569148,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"22",1,1,0.5068,1,0.4932,0,2428,0.0104517848157599,0.000127411234748327,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"23",0,0.0024,0.4136,4e-04,0.4136,0,2419,-0.0106556956590539,-0.000411942937007164,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"24",0.9984,0.9844,0.6052,0.9952,0.3948,0,2443,0.00541012307881676,0.00057025939461411,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
"25",0.0068,0.0368,0.5004,0.0396,0.5004,0,2437,-0.00314316914225132,8.13877769077286e-06,100,0,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_15",0.2
