"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","reform","save_dir","simulation_name","theta_ab"
"1",0.9976,0.9852,0.9476,0.9928,0.0524,0,46,0.0275320511700087,0.0189623290954153,100,0,0,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_00",0.2
"2",0.684,0.4524,0.238,0.4612,0.238,0,0,-0.000945444216014666,-0.00602429589362428,100,0,0,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_00",0.2
"3",0.43,0.5444,0.642,0.532,0.358,0,0,0.000795730996457893,0.00316673856440316,100,0,0,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_00",0.2
"4",0.7112,0.7272,0.74,0.7216,0.26,0,0,0.00698661556112998,0.00753397107535071,100,0,0,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_00",0.2
"5",0,0.0072,0.08,0.0024,0.08,0,0,-0.0205097958858835,-0.0106573274785404,100,0,0,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_00",0.2
"6",0,8e-04,0.022,0,0.022,0,0,-0.0360453720025477,-0.0185579418231955,100,0,0,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_00",0.2
"7",0.9044,0.8896,0.8696,0.898,0.1304,0,0,0.00750324466736381,0.00666438419814152,100,0,0,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_00",0.2
"8",0.892,0.6572,0.3428,0.6616,0.6572,0,0,0.00354993881081381,-0.00352794520173515,100,0,0,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_00",0.2
"9",0.5812,0.7276,0.84,0.7232,0.16,0,0,0.00497791989657869,0.00827789839945102,100,0,0,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_00",0.2
"10",0.2784,0.2308,0.182,0.2248,0.182,0,1,-0.00368290268253195,-0.00443088046101772,100,0,0,0,24,10,2500,500,"bobyqa","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/","pmjob_00",0.2
