"","p_ab_c_ab","p_ab_c_mean","p_ab_neg_c_ab","p_ab_neg_c_mean","p_boot_c_ab","p_boot_c_mean","p_boot_neg_c_ab","p_boot_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","boot_ab","X2.5.","X97.5.","X0.","X25.","X50.","X75.","X100.","J","a","b","boottype","c_p","mc.cores","n_j","niter","nperms","nreps","optimizer","permtype","reform","save_dir","simtype","simulation_name","theta_ab"
"1",0.1744,0.2664,0.3864,0.2652,0.2664,0.3748,0.5128,0.3864,0.3864,0,2,-0.0323666267021713,-0.0155189987438305,-0.119964264834952,0.0889501536118646,-0.181922621329794,-0.0502864728369415,-0.0152231733983164,0.0192859466957485,0.174358775964103,100,0.8,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_7",0.2
"2",0.0464,0.054,0.0632,0.056,0.054,0.0624,0.0704,0.0632,0.0632,0,14,-0.0929400074553813,-0.0887291588527344,-0.202346446591183,0.0252199485714344,-0.264813597042179,-0.126890082800067,-0.0890863928787234,-0.051620228425869,0.119296697066204,100,0.8,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_7",0.2
"3",0.1616,0.1672,0.1684,0.16,0.1672,0.1756,0.1752,0.1684,0.1684,0,14,-0.0597244692701009,-0.0577234757922615,-0.178843686355212,0.0598864025795382,-0.260902396526995,-0.0982750761985784,-0.0561259035787701,-0.0167955311622795,0.144400615315611,100,0.8,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_7",0.2
"4",0.398,0.3576,0.3204,0.3572,0.3576,0.3168,0.2888,0.3204,0.3204,0,0,-0.0194538041681988,-0.0247850903314002,-0.127225079989025,0.0738363100148388,-0.201326221177323,-0.0611962900839897,-0.0250413703987837,0.0117518048120496,0.199564155060151,100,0.8,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_7",0.2
"5",0.94,0.9352,0.9236,0.9312,0.9352,0.9316,0.918,0.9236,0.0764,0,8,0.0684816280284428,0.0663944365459164,-0.0192082478436149,0.15967798024826,-0.12428104635219,0.0368349924721295,0.0655551293181314,0.0965846620792343,0.253184983277982,100,0.8,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_7",0.2
"6",0.4172,0.4752,0.5388,0.486,0.4752,0.5264,0.5964,0.5388,0.4612,0,8,-0.00316817487443447,0.0052873366500333,-0.123950204455569,0.13090051636289,-0.215233947175865,-0.0377904985533224,0.00574356400314509,0.0476475285076944,0.266548278630767,100,0.8,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_7",0.2
"7",0.3228,0.45,0.586,0.4584,0.45,0.5804,0.7064,0.586,0.414,0,0,-0.00605797172836157,0.0104253872866275,-0.0916690473850922,0.108333250513027,-0.155665069847113,-0.023250393609078,0.0111703780262702,0.0440722139716578,0.197960605399356,100,0.8,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_7",0.2
"8",0.9068,0.9144,0.9172,0.912,0.9144,0.9208,0.922,0.9172,0.0828,0,5,0.0862541605340236,0.0887017872502286,-0.0363178034313979,0.21290042411841,-0.136593997381239,0.0476240504024618,0.0883125892554093,0.129865617261611,0.339117411667941,100,0.8,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_7",0.2
"9",0.2772,0.484,0.7136,0.504,0.484,0.7204,0.8756,0.7136,0.2864,0,5,-0.000699135188753337,0.0306222151058411,-0.0789411398800248,0.138114835439336,-0.144656213238681,-0.00573002775615818,0.0318847128009291,0.0662434868902822,0.245661455999622,100,0.8,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_7",0.2
"10",0.368,0.4724,0.5744,0.4688,0.4724,0.5788,0.6728,0.5744,0.4256,0,9,-0.00351711684362381,0.00931898808724793,-0.0793138627020668,0.10213351566517,-0.161022124914141,-0.0232603072322311,0.00911499869769268,0.040276447891895,0.224026440498097,100,0.8,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_7",0.2
