"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","permtype","reform","save_dir","simulation_name","theta_ab"
"31",0.982,0.8952,0.6308,0.8924,0.3692,0,2446,0.0115573558536019,0.00317366462441094,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"32",1,0.9996,0.8976,1,0.1024,0,2418,0.0372580734800506,0.0127024035833152,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"33",0.5132,0.8652,0.9908,0.8756,0.0092,0,2435,0.0135228876696216,0.0273260051195261,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"34",0,0.002,0.0448,0,0.0448,0,2454,-0.0295631210237791,-0.0134096090351483,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"35",0.0152,0.0324,0.026,0.008,0.026,0,2432,-0.0122329528788184,-0.00953294845108712,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"36",0.0412,0.066,0.0932,0.0504,0.0932,0,2414,-0.00987365563620415,-0.00780479712959989,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"37",0.0232,0.0148,4e-04,0.0036,4e-04,0,2447,-0.0217676190735619,-0.0235744239805776,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"38",0.0608,0.0456,0.0316,0.0444,0.0316,0,2412,-0.0214631015174217,-0.0232443858368186,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"39",1,0.9972,0.9708,1,0.0292,0,2435,0.0182417501470872,0.00953309340025348,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"40",0.012,0.0644,0.2184,0.064,0.2184,0,2427,-0.0155039958113333,-0.0076185728148337,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"41",0.912,0.8864,0.8716,0.9124,0.1284,0,2428,0.00756682529054478,0.00654600854515562,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"42",1,0.8728,0.0152,0.852,0.9848,0,2423,0.00687120961051051,-0.0123492603823393,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"43",0.9176,0.808,0.6124,0.8036,0.3876,0,2408,0.00859319378490466,0.00297295554339146,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"44",0,4e-04,0.0272,0,0.0272,0,2419,-0.0305050117775984,-0.0128166923210149,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"45",0.3164,0.2376,0.1584,0.322,0.1584,0,2430,-0.00190885672480076,-0.00286827362852292,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"46",0.6852,0.4392,0.2156,0.4416,0.2156,0,2426,-0.0014874515892679,-0.00762350649691347,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"47",0,0.0052,0.04,0.0024,0.04,0,2419,-0.0290587941735897,-0.0187386534187506,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"48",0.2756,0.8284,0.9964,0.824,0.0036,0,2426,0.0124343902759534,0.0334179652950519,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"49",0.1556,0.1372,0.0764,0.1032,0.0764,0,2417,-0.00447148448758384,-0.0048966491014476,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"50",0.0224,0.5392,0.9784,0.4652,0.0216,0,2428,3.82801553774948e-05,0.0109099279383661,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"51",1,0.9892,0.748,0.992,0.252,0,2444,0.0256920210078651,0.00676111331561225,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"52",0.3148,0.62,0.85,0.5896,0.15,0,2419,0.00259936578910852,0.0103160979027355,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"53",0.0016,0.0024,0.002,8e-04,0.002,0,2426,-0.0404310828553636,-0.0376445381634665,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"54",0,0.0728,0.6932,0.0896,0.6932,0,2428,-0.0103647286808844,0.00379037081391308,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"55",0.0016,0.0416,0.4496,0.0396,0.4496,0,2421,-0.0151303227349165,-0.00104338631450068,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"56",1,1,0.9996,1,4e-04,0,2442,0.0689428088830481,0.021069976971366,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"57",0.16,0.418,0.7144,0.4144,0.7144,0,2433,-0.00164094023760848,0.00453982284557502,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"58",1,0.9992,0.6268,0.998,0.3732,0,2414,0.0196064924418776,0.00198789235535637,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"59",1,1,0.9688,1,0.0312,0,2410,0.032310733493205,0.0135671757217314,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"60",0.8212,0.4876,0.1784,0.5096,0.1784,0,2427,-2.80886967636108e-05,-0.00772637677776988,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"61",0,0.0432,0.8916,0.0696,0.8916,0,2420,-0.00825359598769507,0.0061058093821444,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"62",0.8964,0.3768,0.0312,0.446,0.0312,0,2445,-0.00124470156939285,-0.00942767668391431,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"63",0.9352,0.768,0.4596,0.7668,0.5404,0,2427,0.00557981419601545,-0.000854583519837305,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"64",0,4e-04,0.0424,0,0.0424,0,2419,-0.0282170019669076,-0.00693024818016284,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"65",0.6248,0.474,0.3388,0.4836,0.3388,0,2439,-0.000564018546537148,-0.00510050226640427,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"66",0.2588,0.0692,0.0024,0.0556,0.0024,0,2425,-0.0155539959623831,-0.0249717322395839,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"67",0,8e-04,0.4808,4e-04,0.4808,0,2435,-0.0244193442910178,-0.000218703682983918,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"68",0,0.0032,0.716,0.0024,0.716,0,2435,-0.0290015803824099,0.00553919044287229,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"69",0.9516,0.7944,0.4584,0.792,0.5416,0,2429,0.00938879933237603,-0.000757055494290842,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"70",1,0.9984,0.8664,0.9996,0.1336,0,2429,0.0217363508766441,0.00607749380426926,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"71",1,0.998,0.5056,0.998,0.4944,0,2446,0.0237217822398275,1.82297478702439e-05,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"72",0.7576,0.594,0.434,0.6104,0.566,0,2432,0.00180499654202434,-0.00136983922876727,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"73",0.0472,0.0864,0.1384,0.0564,0.1384,0,2426,-0.0067890457507917,-0.004596786477867,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"74",0,0,0.0608,0,0.0608,0,2420,-0.0369379931775079,-0.010836074792476,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"75",0.052,0.4328,0.89,0.4148,0.89,0,2421,-0.00166350464061633,0.0112141104962523,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"76",0.9684,0.9668,0.996,0.9968,0.004,0,2417,0.0140476380291851,0.0137716814378004,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"77",1,0.9776,0.0104,0.9512,0.9896,0,2433,0.0138663821295892,-0.0160225492128718,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"78",0.9984,0.992,0.9844,0.9996,0.0156,0,2441,0.0215501519291936,0.0143550062674249,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"79",1,0.9992,0.9676,1,0.0324,0,2442,0.0230460672964565,0.00706076996375694,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"80",0,0,0.1984,0,0.1984,0,2420,-0.0466590589193998,-0.00708220819034715,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"81",0,0.0048,0.058,8e-04,0.058,0,2430,-0.0283282081372685,-0.0151352269735184,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"82",0,4e-04,0.014,0,0.014,0,2432,-0.0299641590161529,-0.014847469592846,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"83",1,1,0.9812,1,0.0188,0,2438,0.0340539498673874,0.00903817134969359,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"84",0.5524,0.172,0.0084,0.1776,0.0084,0,2428,-0.0060340590867232,-0.0135675306996256,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"85",0.0208,0.0672,0.1708,0.0544,0.1708,0,2420,-0.0119584544271141,-0.00711233717864449,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"86",0.9584,0.7272,0.3024,0.7344,0.6976,0,2426,0.00623005368649285,-0.00546859393680332,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"87",0,0.0224,0.4696,0.03,0.4696,0,2429,-0.0174192207156267,-0.00033853562951381,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"88",0.0032,0.0064,0.0024,4e-04,0.0024,0,2433,-0.0235371248513516,-0.0205093979689833,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"89",0.9676,0.9276,0.8668,0.9356,0.1332,0,2432,0.0124514097122185,0.00892289357647925,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"90",1,0.9988,0.8784,0.9996,0.1216,0,2425,0.0318433613408129,0.00963750630951817,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"91",0.2528,0.2036,0.1588,0.2116,0.1588,0,2437,-0.00918435806608522,-0.0113948435085069,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"92",0,0.0068,0.1432,0,0.1432,0,2429,-0.010852893399165,-0.00286968078467205,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"93",0.06,0.3912,0.8384,0.3736,0.8384,0,2416,-0.00270667490461341,0.00919577288770061,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"94",0,4e-04,0.0152,0,0.0152,0,2432,-0.0368841841927725,-0.0188849909312125,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
"95",0.9384,0.51,0.0792,0.5508,0.9208,0,2420,0.00064882364139713,-0.0137459287454146,100,0.2,0,0.8,24,10,2500,500,"bobyqa","between_within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_16",0.2
