"","p_ab_c_ab","p_ab_c_mean","p_ab_neg_c_ab","p_ab_neg_c_mean","p_boot_c_ab","p_boot_c_mean","p_boot_neg_c_ab","p_boot_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","boot_ab","X2.5.","X97.5.","X0.","X25.","X50.","X75.","X100.","J","a","b","boottype","c_p","mc.cores","n_j","niter","nperms","nreps","optimizer","permtype","reform","save_dir","simtype","simulation_name","theta_ab"
"18",0.9948,0.8836,0.2884,0.8712,0.8836,0.2796,0.0164,0.2884,0.2884,0,0,0.0156598260036793,-0.00743003068492214,-0.0354667783072847,0.0195394620375245,-0.0708164204204018,-0.0160483186501442,-0.00689904957967993,0.00136090986811051,0.0495760436523012,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"19",0.0016,0.036,0.3016,0.0348,0.036,0.2976,0.7796,0.3016,0.3016,0,11,-0.0483462799904398,-0.0138618515064031,-0.0660164880725505,0.0381543723948382,-0.133240802547501,-0.0317110849312294,-0.0136664007882878,0.00462469807133513,0.0751329732956719,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"20",0.1964,0.2852,0.3968,0.2824,0.2852,0.388,0.5152,0.3968,0.3968,0,0,-0.0108004790862337,-0.00534706898249365,-0.0440149402359242,0.0313357799640428,-0.0810168149817636,-0.0184024947123809,-0.00455233350224035,0.00717914416890726,0.0602971428670225,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"21",0.7132,0.5164,0.342,0.5412,0.5164,0.3232,0.1816,0.342,0.342,0,0,0.00153208618407978,-0.00849220168873803,-0.0509157405300244,0.0322410012329178,-0.0804707396753636,-0.0216796179159477,-0.00785670294785776,0.00534221095304689,0.0884190302906731,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"22",0.2408,0.3772,0.516,0.3672,0.3772,0.5256,0.6628,0.516,0.484,0,17,-0.00722684881591629,0.00125782846305235,-0.0461962932565788,0.0486889330064105,-0.0969905386013325,-0.013715335059653,0.00117469931092285,0.0169977218964992,0.0947513703224836,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"23",0.2652,0.2244,0.1852,0.2244,0.2244,0.1844,0.1428,0.1852,0.1852,0,0,-0.0163751193413355,-0.0196590583886635,-0.0645749251265133,0.0223965033401282,-0.106162520066959,-0.0339839309341062,-0.019184259259227,-0.00515580879447272,0.0578657354175427,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"24",0.478,0.4036,0.3236,0.398,0.4036,0.3312,0.2484,0.3236,0.3236,0,15,-0.00548551588625199,-0.0098701135486052,-0.0517263166955195,0.0316627740415523,-0.102134246072547,-0.0243666091555792,-0.00983891911842848,0.00430183637468777,0.0772335641385582,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"25",0.0076,0.1632,0.6876,0.1688,0.1632,0.6928,0.9724,0.6876,0.3124,0,0,-0.0191205452309232,0.00974398312274087,-0.029516960333774,0.0504762421068611,-0.0557971687410693,-0.00374017080370451,0.0096791364029164,0.02297231552937,0.0805684507855072,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"26",0.6692,0.7388,0.7872,0.712,0.7388,0.794,0.8384,0.7872,0.2128,0,0,0.0169937169160667,0.0222948021243311,-0.0293256773216467,0.0791402945999387,-0.0629395382871514,0.00266395189552664,0.0218770010940049,0.0402694015255043,0.162863020722793,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"27",0.0092,0.0804,0.4172,0.0784,0.0804,0.406,0.838,0.4172,0.4172,0,6,-0.0277253365973902,-0.00430091825858242,-0.0453706246676072,0.0349711520540648,-0.0903809588347103,-0.0181408313041915,-0.00378754742245716,0.00908607247237654,0.0813398831663929,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"28",0.1804,0.2932,0.438,0.292,0.2932,0.432,0.5888,0.438,0.438,0,1,-0.0131541528785184,-0.00395854321328837,-0.0510107667355417,0.0420467693475984,-0.0902610749734505,-0.0203043787224285,-0.00369202084386288,0.0118777217109434,0.0920783652750066,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"29",0.146,0.3356,0.5864,0.3396,0.3356,0.5812,0.8096,0.5864,0.4136,0,0,-0.00970680019818213,0.00534772015927574,-0.0431963693644141,0.0512105505239024,-0.0812280954945958,-0.0103539481069638,0.00534731247714976,0.0215702933375586,0.0976845354083492,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"30",0.0916,0.3036,0.624,0.2988,0.3036,0.6284,0.8732,0.624,0.376,0,0,-0.0171311187081727,0.0103440678142895,-0.052204530526393,0.0774568570760198,-0.13050609811944,-0.0122204704002714,0.00933116374112498,0.0319119518881786,0.131571104006812,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"31",0.9352,0.8216,0.5956,0.8196,0.8216,0.6064,0.3356,0.5956,0.4044,0,0,0.0230910296219603,0.00635798674232031,-0.0425276658446823,0.0570117118828374,-0.0904364046166228,-0.0104934442298955,0.00600559092759752,0.0235323582095522,0.103952019553367,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"32",0.024,0.1636,0.5644,0.1608,0.1636,0.5544,0.8864,0.5644,0.4356,0,0,-0.0171037014468323,0.00252268451420466,-0.0335234068115696,0.0382357460870242,-0.0639660787251036,-0.00945601813503643,0.00268799892266708,0.013728315735014,0.0697538826494385,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"33",0.024,0.1596,0.5172,0.15,0.1596,0.5072,0.852,0.5172,0.4828,0,0,-0.0310048269302002,0.000753281469140602,-0.0609047405091706,0.0623333243834542,-0.109100017711714,-0.0197465131191167,0.00108077543496679,0.0211064659087676,0.131818578850024,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"34",0.4168,0.52,0.6128,0.5116,0.52,0.6324,0.7092,0.6128,0.3872,0,0,0.000892820283253069,0.00712892542515035,-0.038375879248153,0.0548772315928676,-0.0811138225088258,-0.00901774680256352,0.00705624074328588,0.021749818534456,0.102218455574986,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"35",0.9872,0.8328,0.3808,0.8312,0.8328,0.3732,0.0552,0.3808,0.3808,0,3,0.0206007709018915,-0.00685437318414397,-0.0503473183378831,0.0357693027407898,-0.0910467306716798,-0.0207012523233532,-0.00702069920944046,0.00742534125336413,0.0876817743427195,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"36",0.2836,0.4264,0.5792,0.422,0.4264,0.5828,0.7228,0.5792,0.4208,0,3,-0.00295389481103352,0.003171236384412,-0.0302482742049116,0.0372308339707609,-0.0606610129254871,-0.00747521023583652,0.00312900614436731,0.0136333745633397,0.0676434916420652,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"37",0.9992,0.9744,0.6408,0.9748,0.9744,0.654,0.1144,0.6408,0.3592,0,0,0.042989907793403,0.00803450825217753,-0.0351391592489582,0.0510657607529808,-0.0876763977163569,-0.00649658335969946,0.00736373078180002,0.0228920479700542,0.0879141116712394,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"38",0.3512,0.4232,0.4864,0.4204,0.4232,0.4952,0.56,0.4864,0.4864,0,0,-0.00405851327878463,-0.000445639580887243,-0.0400344238420371,0.0390678763475915,-0.0698521228852675,-0.0138082387526994,-0.000649765108139138,0.0129229787238977,0.0597405028022252,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"39",0.1112,0.3604,0.6788,0.3416,0.3604,0.6876,0.908,0.6788,0.3212,0,6,-0.00856935850203808,0.0106796748792685,-0.0319232500523984,0.0574808168334822,-0.0698144395712278,-0.00455968787740371,0.00977752936322856,0.0262513112009389,0.0984318334051412,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"40",0.9296,0.8872,0.8132,0.8944,0.8872,0.8276,0.6936,0.8132,0.1868,0,0,0.0298703009508709,0.0217941111023826,-0.0254805528532308,0.074074070000423,-0.064609676600373,0.00454508251490602,0.0213518081257473,0.037651723218385,0.128778352923836,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"41",0.0428,0.1812,0.528,0.1856,0.1812,0.5144,0.8436,0.528,0.472,0,5,-0.0243651781305624,0.00156555758629998,-0.0545487659180637,0.0574559089533223,-0.117877228401919,-0.016577410975937,0.00199540179304392,0.0198568632612935,0.106318964078383,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"42",0.3168,0.484,0.6328,0.4712,0.484,0.6456,0.7764,0.6328,0.3672,0,0,-0.00115231983556305,0.00628194989191374,-0.0311622832405688,0.044161273042264,-0.0632845913648477,-0.00587110096864873,0.00608592463940719,0.0186591778210293,0.0816455763098967,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"43",0.854,0.7916,0.7036,0.7916,0.7916,0.718,0.5984,0.7036,0.2964,0,8,0.019706232757848,0.0131370161035673,-0.0337941497908135,0.0657265313220404,-0.090412766187875,-0.00352588886586692,0.0125542095291989,0.028871396643725,0.115001589735268,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"44",0.4704,0.3976,0.342,0.4212,0.3976,0.3308,0.2784,0.342,0.342,0,0,-0.00401215529425385,-0.00709791467013884,-0.04631675305013,0.0284431982201003,-0.083766809059947,-0.0187985752768137,-0.00667246106079748,0.00488675237564228,0.0614058733457441,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"45",0.5264,0.3048,0.144,0.3236,0.3048,0.1392,0.0456,0.144,0.144,0,0,-0.0111694359696171,-0.0247439648514221,-0.0738427912444404,0.0203569803387894,-0.121598755337071,-0.0394743884308348,-0.0243971515669456,-0.00919489875162844,0.0505553503678501,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"46",0.224,0.4228,0.6484,0.4236,0.4228,0.6536,0.828,0.6484,0.3516,0,0,-0.00455977965108085,0.00937121138687947,-0.0389613795246275,0.0605382469008669,-0.100085669884214,-0.0069822141582499,0.0093763840642808,0.0254633026805816,0.0920014411229634,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"47",4e-04,0.0224,0.3448,0.0156,0.0224,0.326,0.896,0.3448,0.3448,0,0,-0.0355561001493578,-0.00689679515290931,-0.0415730100032347,0.025643634096199,-0.0720344244148954,-0.0174490711341951,-0.00633528327940107,0.00414735313489628,0.0650409771139227,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"48",0.6124,0.5152,0.4584,0.5528,0.5152,0.4252,0.3628,0.4584,0.4584,0,1,0.00112792798786026,-0.00186076647305156,-0.0290513496117913,0.0253842964972748,-0.0573080289316889,-0.0106853145934248,-0.00121577871171203,0.0072428697628325,0.0487213326525159,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"49",0.564,0.4248,0.2912,0.4344,0.4248,0.2804,0.1828,0.2912,0.2912,0,6,-0.00317531905480785,-0.00945591728609961,-0.0458405627197456,0.0267008315859544,-0.0868668886027542,-0.0207308369251101,-0.00911381559506079,0.00199924868645104,0.0601460126191436,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"50",0.9988,0.8984,0.2936,0.888,0.8984,0.2744,0.0092,0.2936,0.2936,0,0,0.0264651398793938,-0.012157504543837,-0.0577469067338276,0.0290369431783942,-0.095492267309331,-0.0258533127675875,-0.0121046051371258,0.00298524753058623,0.0595664497599344,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"51",0.916,0.73,0.45,0.7328,0.73,0.4492,0.19,0.45,0.45,0,0,0.0128347392909905,-0.00278551945574524,-0.0462860707396594,0.0402690318874032,-0.0820622588146526,-0.0167640410749576,-0.00264995090473599,0.0112632165427377,0.0798145101764277,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"52",0.2336,0.4064,0.5808,0.394,0.4064,0.596,0.7556,0.5808,0.4192,0,0,-0.004475624446439,0.00397512867273527,-0.0288078574688035,0.0404417835173181,-0.0672430590379442,-0.00813100612599261,0.00346594547153492,0.0155414136095551,0.0763583516114723,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"53",0.0536,0.1656,0.3796,0.1624,0.1656,0.3708,0.6492,0.3796,0.3796,0,1,-0.0292182144483759,-0.00927303770886593,-0.0685023604131877,0.0491368946705271,-0.136339416743804,-0.0290033913335065,-0.00918273333778937,0.0106767111591403,0.0902225113956082,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"54",0.8652,0.648,0.37,0.6444,0.648,0.3744,0.148,0.37,0.37,0,0,0.00957653998301998,-0.0082910306423503,-0.057095090064859,0.0402286293071175,-0.0885903670040986,-0.0254432952285588,-0.00797661413452884,0.00875536477412051,0.0988175354755463,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"55",0.7548,0.7448,0.7288,0.7376,0.7448,0.7368,0.7172,0.7288,0.2712,0,0,0.0118824563929655,0.0114467868399839,-0.0261632628213519,0.0517329427626866,-0.0726715247333,-0.00097844906964535,0.0109933784605099,0.023478547189735,0.0847201064318275,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"56",0.248,0.3852,0.548,0.3816,0.3852,0.5584,0.7052,0.548,0.452,0,0,-0.00707951172675469,0.00311231798994832,-0.043913666977326,0.0529352694388919,-0.100446702089503,-0.0137950734631808,0.00244312820325103,0.0193334631569083,0.0973827245648908,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"57",0.1456,0.1784,0.218,0.1816,0.1784,0.2208,0.2652,0.218,0.218,0,0,-0.0216031699830078,-0.0182831952458059,-0.0679799257869211,0.029989516109596,-0.113272173233476,-0.0335883189018278,-0.0180371590354875,-0.00245419910133681,0.0685400914506278,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
"58",0.8836,0.8488,0.8076,0.8484,0.8488,0.8076,0.7592,0.8076,0.1924,0,1,0.0222476446696752,0.0184851644138515,-0.0239692217243674,0.0628079631806134,-0.0538630078776931,0.00427931091374222,0.0184353299501131,0.0321757246446241,0.111088036475269,100,0.2,0,"parametric",0.8,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_6",0.2
