"","p_c_ab","p_c_mean","p_neg_c_ab","p_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","mean_ab_perm","J","a","b","c_p","mc.cores","n_j","nperms","nreps","optimizer","permtype","reform","save_dir","simulation_name","theta_ab"
"1",0.1492,0.3136,0.5276,0.306,0.5276,0,7,-0.00564813635116428,0.000713532962919828,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"2",0.996,0.9944,0.9944,0.9976,0.0056,0,0,0.0320859389217063,0.02974796589876,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"3",4e-04,0.0028,0.0392,0.0012,0.0392,0,0,-0.0298506115281854,-0.0177446068735837,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"4",0.8912,0.84,0.7692,0.8352,0.2308,0,0,0.0129740368560086,0.00960672310192082,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"5",0.7056,0.6444,0.5912,0.6576,0.4088,0,0,0.00456930002781854,0.00263918873740949,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"6",0.9844,0.966,0.942,0.9716,0.058,0,0,0.0234023583982846,0.0189689929625652,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"7",0.0028,0.0036,0.0028,0.0024,0.0028,0,0,-0.0363864943392262,-0.0355629826865328,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"8",0.988,0.9852,0.9848,0.9868,0.0152,0,13,0.0219130023110266,0.0207078291668921,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"9",0.426,0.6848,0.8668,0.6836,0.1332,0,0,0.00652554991771016,0.0156148298845058,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"10",0.9992,0.9984,0.992,0.9996,0.008,0,35,0.031047224268991,0.0232834391031481,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"11",0.264,0.3032,0.3412,0.2992,0.3412,0,0,-0.00640661486768569,-0.00491700146811317,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"12",0.3468,0.1988,0.0964,0.2012,0.0964,0,0,-0.0115744986419797,-0.0177369890908564,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"13",0.9996,0.9836,0.8508,0.9904,0.1492,0,0,0.0246215100472169,0.0108920791965054,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"14",0.0352,0.0904,0.1912,0.09,0.1912,0,0,-0.0168116991162978,-0.0104260592251241,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"15",0.8892,0.8792,0.8692,0.8752,0.1308,0,0,0.0113517440309247,0.0109825210474592,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"16",1,0.9984,0.9792,0.9988,0.0208,0,0,0.0408162127720568,0.0275650278824187,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"17",0.9924,0.9668,0.9048,0.9748,0.0952,0,0,0.0218600010033178,0.0148987445425517,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
"18",0.1392,0.2284,0.3428,0.2268,0.3428,0,0,-0.00998312893491435,-0.00555701075570132,100,0,0.2,0.8,24,10,2500,500,"bobyqa","between_within","NULL","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/permediatr/between_within/","pmjob_bw_08",0.2
