"","p_ab_c_ab","p_ab_c_mean","p_ab_neg_c_ab","p_ab_neg_c_mean","p_boot_c_ab","p_boot_c_mean","p_boot_neg_c_ab","p_boot_neg_c_mean","p_opsign_ci","n_conv_warn","n_singular","ab","boot_ab","X2.5.","X97.5.","X0.","X25.","X50.","X75.","X100.","J","a","b","boottype","c_p","mc.cores","n_j","niter","nperms","nreps","optimizer","permtype","reform","save_dir","simtype","simulation_name","theta_ab"
"11",0.25,0.1764,0.1236,0.1764,0.1764,0.124,0.082,0.1236,0.1236,0,20,-0.0535123796641801,-0.0674055886219091,-0.18548725905788,0.0482628529412787,-0.269551456267606,-0.10703325322298,-0.0662631337722007,-0.0283269955743022,0.109473839406371,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"12",0.846,0.696,0.4888,0.6968,0.696,0.5168,0.3084,0.4888,0.5112,0,1,0.024016949006089,0.00039449912557767,-0.0909995190315938,0.0916498979869051,-0.151909519777942,-0.0306261402377358,-0.00129404524306483,0.0320476214997518,0.178946101524725,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"13",0.232,0.2228,0.2256,0.234,0.2228,0.2148,0.2172,0.2256,0.2256,0,2,-0.0396823702858987,-0.0410551018932728,-0.144044373838677,0.0654020351596606,-0.213102121849638,-0.0759017434740609,-0.0413337883669591,-0.00412990434576827,0.153162679709937,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"14",0.42,0.47,0.5312,0.4804,0.47,0.522,0.582,0.5312,0.4688,0,86,-0.00255953437613622,0.00273990030307057,-0.082346375713055,0.0866423909085857,-0.144123770055093,-0.0284541855464879,0.00334835391957317,0.0331048668443828,0.159853429573659,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"15",0.9964,0.9424,0.6784,0.9412,0.9424,0.6752,0.2496,0.6784,0.3216,0,29,0.0795451495302617,0.022773706240194,-0.0785465886427386,0.123171449340501,-0.13964877447105,-0.0114113520171902,0.0225248152988313,0.0567489513728562,0.249418940233176,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"16",0.3128,0.4948,0.674,0.4904,0.4948,0.664,0.8144,0.674,0.326,0,158,-0.000795972143903745,0.0209516708942486,-0.076328952024508,0.115121052010941,-0.173579068459697,-0.0109360327006146,0.0207858788557212,0.0550261205985542,0.1827432745435,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"17",0.992,0.978,0.9592,0.9816,0.978,0.9548,0.92,0.9592,0.0408,0,3,0.111679808982648,0.0929462177842421,-0.0128112924377009,0.203187970078975,-0.0826945716627673,0.0561060459846088,0.0929754811059064,0.129102863766735,0.301894478877551,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"18",0.0032,0.0092,0.0292,0.0096,0.0092,0.0284,0.08,0.0292,0.0292,0,4,-0.128504392217943,-0.102038489917738,-0.206227121600489,0.00388368777537859,-0.299528474487432,-0.138375761518954,-0.101242896270209,-0.06587582506788,0.0773280737563639,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"19",0.138,0.0848,0.042,0.0868,0.0848,0.0516,0.018,0.042,0.042,0,4,-0.0844499002890911,-0.104616371796225,-0.233431987872281,0.0112842688115891,-0.333410774603507,-0.142941885624605,-0.10423083401722,-0.063801231538936,0.108881215631201,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"20",0.0152,0.0316,0.0612,0.0308,0.0316,0.0588,0.1024,0.0612,0.0612,0,447,-0.106157263963391,-0.0888823933774643,-0.203183563904617,0.0196049030483987,-0.290581748291457,-0.125815834255866,-0.0883925591380735,-0.0509854329511528,0.105388561210418,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"21",0.12,0.1284,0.1436,0.1324,0.1284,0.1412,0.1544,0.1436,0.1436,0,27,-0.0430342536720886,-0.041034645572925,-0.116781437057287,0.0344400830882265,-0.177422903558476,-0.066796426391269,-0.041065230858661,-0.015496596516914,0.109245056603418,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"22",0.048,0.0452,0.038,0.0396,0.0452,0.0432,0.0352,0.038,0.038,0,127,-0.0955212786272788,-0.0970742539869377,-0.210374648920745,0.0111987034553015,-0.314355611463217,-0.132696207215873,-0.095800405788793,-0.0601113742312971,0.105916936853142,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"23",0.6712,0.5704,0.482,0.5744,0.5704,0.4684,0.3716,0.482,0.482,0,0,0.0100471536264835,-0.00363007913075663,-0.112314052607357,0.100418710663553,-0.225422668109099,-0.040768638603057,-0.00285209981744561,0.0347915388887425,0.160593666533581,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"24",0.106,0.1312,0.1552,0.1244,0.1312,0.1588,0.1924,0.1552,0.1552,0,0,-0.0539281153816872,-0.0473085726685006,-0.139648057542228,0.0422770375756518,-0.205600547750283,-0.0787716338937465,-0.0463682495914612,-0.0162274581529311,0.117181436659448,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"25",0.2984,0.354,0.3984,0.3484,0.354,0.4052,0.4532,0.3984,0.3984,0,109,-0.020634251494798,-0.0135907209935182,-0.118223508036564,0.0941232853042616,-0.203635525281633,-0.0505054550931976,-0.0132480246278198,0.022226599089827,0.206391393544638,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"26",0.1172,0.0404,0.01,0.038,0.0404,0.0124,0.0028,0.01,0.01,0,1,-0.111549587801427,-0.146411091992506,-0.276527749955362,-0.024393690574318,-0.368237007717028,-0.188949532231082,-0.144302927291554,-0.104599220300945,0.0718496796379007,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"27",0.2492,0.1992,0.1596,0.1948,0.1992,0.1592,0.1272,0.1596,0.1596,0,1,-0.0502446969023477,-0.0591912483704756,-0.174404849864931,0.0583695036280021,-0.279285399867517,-0.100321822155216,-0.0594703016677344,-0.019819544934009,0.184352395487548,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"28",0.9524,0.888,0.7692,0.8824,0.888,0.7784,0.624,0.7692,0.2308,0,30,0.0519474522489925,0.0328100910120701,-0.0482421286192643,0.117746501981556,-0.101213394961065,0.00280925139937055,0.0333773339072843,0.0616315522167545,0.235022546663863,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"29",0.1936,0.1872,0.1868,0.1924,0.1872,0.1816,0.1832,0.1868,0.1868,0,433,-0.0393596631643506,-0.0402006781528789,-0.124767224490249,0.0461110821705109,-0.188829951020172,-0.0706683948069803,-0.0411002571729113,-0.00955361122435509,0.0965316923463978,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"30",0.0144,0.0644,0.2012,0.0548,0.0644,0.2004,0.4424,0.2012,0.2012,0,3,-0.0732554781032573,-0.040387837337053,-0.134992995299445,0.0511968469294286,-0.258592860107333,-0.0726208178745258,-0.0397939877594784,-0.00725515659505248,0.108034779444015,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"31",0.6008,0.6788,0.7508,0.6824,0.6788,0.7468,0.8076,0.7508,0.2492,0,17,0.0211768585293684,0.0300908422146179,-0.0567912662135504,0.119565217225536,-0.136860531812164,8.37265518704294e-05,0.0293275169678283,0.0605474235654737,0.180281593011731,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"32",0.458,0.4832,0.4916,0.47,0.4832,0.4996,0.5104,0.4916,0.4916,0,24,-0.00336386635846247,-0.000572771135756532,-0.0960232977821676,0.101035271562079,-0.170349556205577,-0.0346579472175161,-0.00108906605134049,0.0326479524384377,0.204774593568362,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"33",0.5404,0.4772,0.4316,0.4888,0.4772,0.4268,0.3744,0.4316,0.4316,0,4,-0.00190840687883916,-0.00944897107919023,-0.117405997158889,0.0958116036255676,-0.215408931129604,-0.045615770509655,-0.0089444275480865,0.0264128202677691,0.18995600067174,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"34",0.1372,0.2556,0.4088,0.2484,0.2556,0.4084,0.5788,0.4088,0.4088,0,99,-0.0312854240892955,-0.0110738322280611,-0.100585324107031,0.0788476520136691,-0.179361343635031,-0.0429395099844629,-0.0098306313651688,0.0200128405327147,0.177704253611274,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"35",0.5256,0.4956,0.4688,0.4992,0.4956,0.468,0.4392,0.4688,0.4688,0,0,-0.000374483718497801,-0.00417232925368739,-0.108747144181977,0.0989773497461267,-0.206335941278663,-0.040411453624126,-0.00390158951873569,0.0332182164056686,0.16284907286317,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"36",0.8252,0.6556,0.432,0.646,0.6556,0.4472,0.2484,0.432,0.432,0,2,0.0170971582394069,-0.0064307961494773,-0.0873303094968471,0.0793421718450373,-0.15226811518002,-0.0359539399510569,-0.00824784391694069,0.0233301944822816,0.156406986649344,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"37",0.1224,0.1992,0.304,0.2024,0.1992,0.3068,0.4144,0.304,0.304,0,5,-0.0488999739196081,-0.0301166710023698,-0.15112084842313,0.0885075603467218,-0.267995552210236,-0.0691681817903355,-0.0305735259159584,0.00954376390541639,0.159760082630242,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"38",0.2848,0.374,0.4764,0.38,0.374,0.4696,0.5744,0.4764,0.4764,0,20,-0.017293343264774,-0.00366422911554934,-0.105718856752712,0.0972779432141606,-0.207622848148265,-0.0401741636069939,-0.00360044806066643,0.0325104857331596,0.178402702049633,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"39",0.0152,0.1512,0.5924,0.1612,0.1512,0.5956,0.9248,0.5924,0.4076,0,0,-0.0578920642277882,0.0127266175510955,-0.102157767936446,0.125813534036293,-0.217137749043059,-0.0262928264757042,0.0128509053509205,0.0515064615797001,0.210680206248131,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"40",0.9308,0.8928,0.8276,0.8904,0.8928,0.826,0.7336,0.8276,0.1724,0,6,0.0665887909734704,0.0506392386531464,-0.0545620706058827,0.161555451618061,-0.164670992228183,0.0135755059193374,0.0503148411436819,0.0860481268377952,0.259134335266022,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"41",0.7076,0.646,0.5792,0.6492,0.646,0.5828,0.5016,0.5792,0.4208,0,22,0.0220577417710082,0.0115669368762374,-0.100702639437186,0.123907846988779,-0.18853735801684,-0.0271446015191886,0.0105676339280961,0.0526957446872582,0.195924102535325,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"42",0.9492,0.8992,0.8112,0.8984,0.8992,0.8088,0.6808,0.8112,0.1888,0,7,0.0637186981530834,0.044123988895628,-0.0545720131832205,0.1478342654624,-0.118583412254222,0.010230875893121,0.0441113431002363,0.0776810746279376,0.223444281634828,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"43",0.1384,0.1244,0.1148,0.124,0.1244,0.1128,0.106,0.1148,0.1148,0,218,-0.0630573803573099,-0.0664973637896386,-0.17077536779835,0.0418754067576941,-0.245450698007419,-0.104957795543101,-0.0666160106597996,-0.0296709694615595,0.124087911141174,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"44",0.9816,0.9076,0.7032,0.9064,0.9076,0.7024,0.4044,0.7032,0.2968,0,9,0.0710668200838961,0.0295758517242535,-0.0729235415305877,0.136016553808937,-0.141775401476645,-0.00689820734838574,0.0289648676002873,0.0663282838431869,0.22324024881862,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"45",0.994,0.968,0.9164,0.9724,0.968,0.9108,0.7964,0.9164,0.0836,0,0,0.09904680291543,0.0717611165311922,-0.0304961790501232,0.176591257519544,-0.116862398377132,0.0365886502165671,0.0720568760388346,0.106706640685071,0.248321599883259,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"46",0.96,0.916,0.8124,0.918,0.916,0.8304,0.6884,0.8124,0.1876,0,0,0.0795052526001517,0.0537183946117554,-0.0557787989754148,0.170758424927529,-0.150549010394421,0.0135881133187123,0.0538315418104667,0.0918087072755286,0.300525258728747,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"47",0.8384,0.8096,0.784,0.8108,0.8096,0.7816,0.7472,0.784,0.216,0,6,0.049757733780427,0.043387960870536,-0.06859467220917,0.148886578566982,-0.146533937337106,0.0059962092186456,0.0438006348638179,0.0818385477941202,0.258895678071458,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"48",0.6392,0.7256,0.8016,0.724,0.7256,0.8004,0.872,0.8016,0.1984,0,0,0.0346098310307459,0.0495398179250729,-0.0655283002317976,0.165733446320361,-0.133980160322667,0.0101459297082925,0.0488348661639083,0.0896011267684318,0.257949930094338,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"49",0.7312,0.6092,0.4624,0.6024,0.6092,0.4644,0.3232,0.4624,0.4624,0,13,0.0139001745467635,-0.00513721738679337,-0.110451639781022,0.106847297292794,-0.18540144643487,-0.0413556532207238,-0.0054907541096439,0.0308821298492131,0.208651399573468,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"50",0.318,0.2648,0.2096,0.2676,0.2648,0.2132,0.1592,0.2096,0.2096,0,7,-0.0359269861031778,-0.045034492909881,-0.150991520568774,0.0642124479915021,-0.26379218743377,-0.0832871753961724,-0.0442452583441711,-0.00716304593026795,0.138860119796574,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"51",0.0156,0.0284,0.0508,0.0276,0.0284,0.0504,0.092,0.0508,0.0508,0,101,-0.106929469893177,-0.0911606360069385,-0.200952611748544,0.0177931945660994,-0.308392247972496,-0.128379293151303,-0.0915541777538792,-0.0546865707035945,0.0840944448071544,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"52",0.5756,0.4984,0.4228,0.5012,0.4984,0.426,0.3436,0.4228,0.4228,0,3,-9.7719853353142e-05,-0.012065286738808,-0.126835167140719,0.103379948469779,-0.244242557523789,-0.0511287915833421,-0.0117880959118151,0.0254304142177719,0.172785050203627,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"53",0.6768,0.6296,0.5704,0.6256,0.6296,0.5724,0.5132,0.5704,0.4296,0,0,0.0198155543114561,0.0111576090800549,-0.101067008057404,0.1268467375001,-0.185820509785635,-0.0283015731199438,0.0109822875434085,0.052184518073656,0.19624739590652,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"54",0.916,0.858,0.7668,0.8468,0.858,0.766,0.6668,0.7668,0.2332,0,3,0.0551883678591415,0.0385364771522912,-0.0692020020916578,0.142902217071006,-0.149338433661916,0.00359673796400373,0.0388368125469879,0.0743048738375813,0.216406506015452,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"55",0.1092,0.1404,0.1912,0.15,0.1404,0.19,0.2512,0.1912,0.1912,0,627,-0.0515395233714246,-0.0424374976725963,-0.137193020326993,0.0549162928410367,-0.2620775981538,-0.0755120715862508,-0.0431369760277723,-0.00904353063337706,0.132340949908189,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"56",0.558,0.6712,0.7556,0.6696,0.6712,0.7564,0.8332,0.7556,0.2444,0,36,0.0236946436564927,0.0386363401599464,-0.0712812327680758,0.150364115371958,-0.151501247563719,0.000970414186575555,0.0394538534552093,0.0759437267304754,0.233284175809153,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"57",0.4408,0.3048,0.1992,0.3184,0.3048,0.192,0.114,0.1992,0.1992,0,14,-0.0288861654327958,-0.0489385490436783,-0.159340489439918,0.0559972108488523,-0.267339736509862,-0.086301674749797,-0.048372228013095,-0.00868889852446514,0.107433832541554,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"58",0.006,0.0364,0.124,0.0284,0.0364,0.1172,0.3168,0.124,0.124,0,0,-0.108570725561799,-0.0678298054035348,-0.186462913002158,0.0425088345645424,-0.271218300286967,-0.105936950026102,-0.0661335334852223,-0.0291826228021889,0.128294125670476,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
"59",0.5496,0.5908,0.6228,0.5808,0.5908,0.6276,0.664,0.6228,0.3772,0,23,0.00779379928018875,0.0117729589529003,-0.0610967407970589,0.0848898382019637,-0.123253275954077,-0.0126527512978299,0.0111696369850729,0.0373205540089193,0.149643961168453,100,0.8,0,"parametric",0,24,10,2500,2500,500,"bobyqa","within","NA","/net/holynfs01/srv/export/mclaughlin/share_root/users/jflournoy/data/boot","bootstrap","boot_NA_par_2",0.2
